Planet Name,Planet Radius [Earth Radius],Duration of a day (hours),Planetary Type,Gravity Strength,Has Biosphere,Discovery Year,Star Name,ObjectType
Kepler-758 d,9.494,68.11,Chthonian Planet,Low,1,2018,Kepler-758,P
CoRoT-20 b,9.416,1.05,Ice Giant,High,0,2011,CoRoT-20,P
HD 10180 h,9.4,46.01,Proto Planet,Low,1,2010,HD 10180,P
K2-33 b,9.35,75.39,Dwarf Planet,Low,1,2021,K2-33,P
GJ 3512 c,9.32,100.79,Gas Giant,High,0,2020,GJ 3512,P
HIP 70849 b,9.32,3.34,Ice Giant,High,0,2011,HIP 70849,P
K2-278 b,9.32,41.86,Proto Planet,Low,1,2010,K2-278,P
K2-288 B b,9.32,104.35,Ice Giant,High,0,2018,K2-288,P
K2-374 b,9.32,93.06,Gas Giant,High,0,2022,K2-374,P
Kepler-727 b,9.27,64.64,Proto Planet,Low,1,2018,Kepler-727,P
HAT-P-38 b,9.247,3.28,Chthonian Planet,Low,1,2012,HAT-P-38,P
HD 104067 b,9.2,114.42,Gas Giant,High,0,2009,HD 104067,P
K2-291 b,9.17,46.02,Garden World,Medium,1,2019,K2-291,P
OGLE-2018-BLG-0516L b,9.12,17.86,Ice Giant,High,0,2022,OGLE-2018-BLG-0516L,P
Kepler-595 c,9.11,106.07,Proto Planet,Low,1,2017,Kepler-595,P
Kepler-759 b,9.1,15.49,Dwarf Planet,Low,1,2019,Kepler-759,P
K2-374 c,9.073,29.51,Chthonian Planet,Low,1,2020,K2-374,P
OGLE-2016-BLG-0613L AB b,9.05,60.44,Proto Planet,Low,1,2022,OGLE-2016-BLG-0613L,P
K2-414 c,9.03,94.95,Dwarf Planet,Low,1,2008,K2-414,P
OGLE-2013-BLG-0341L B b,9.01,3.41,Proto Planet,Low,1,2020,OGLE-2013-BLG-0341L,P
HATS-48 A b,8.967,38.23,Gas Giant,High,0,2020,HATS-48,P
OGLE-2019-BLG-1470L AB c,8.86,113.9,Garden World,Medium,1,2020,OGLE-2019-BLG-1470L,P
HATS-17 b,8.709,24.14,Ice Giant,High,0,2016,HATS-17,P
Kepler-783 b,8.676,110.07,Ice Giant,High,0,2020,Kepler-783,P
TOI-1444 b,8.65,17.35,Proto Planet,Low,1,2014,TOI-1444,P
HD 99492 b,8.59,105.69,Dwarf Planet,Low,1,2004,HD 99492,P
HATS-49 b,8.575,118.47,Ice Giant,High,0,2020,HATS-49,P
K2-386 b,8.56,28.1,Dwarf Planet,Low,1,2021,K2-386,P
55 Cnc c,8.51,20.35,Ice Giant,High,0,2004,55 Cnc,P
HD 102117 b,8.47,68.68,Ice Giant,High,0,2005,HD 102117,P
K2-38 b,8.42,100.4,Gas Giant,High,0,2017,K2-38,P
GJ 414 A c,8.4,94.79,Proto Planet,Low,1,2021,GJ 414,P
BD-06 1339 c,8.38,18.96,Dwarf Planet,Low,1,2013,BD-06 1339,P
Kepler-58 d,8.37,0.58,Gas Giant,High,0,2017,Kepler-58,P
K2-104 b,8.295,65.42,Proto Planet,Low,1,2005,K2-104,P
K2-344 b,8.24,21.57,Chthonian Planet,Low,1,2017,K2-344,P
HIP 67851 c,8.18,122.92,Gas Giant,High,0,2022,HIP 67851,P
Kepler-752 b,8.18,88.27,Ice Giant,High,0,2018,Kepler-752,P
TOI-1448 b,8.18,39.19,Proto Planet,Low,1,2014,TOI-1448,P
PDS 70 c,8.1,17.55,Chthonian Planet,Low,1,2013,PDS 70,P
HATS-72 b,8.097,38.14,Garden World,Medium,1,2020,HATS-72,P
Teegarden's Star b,8.059,30.2,Dwarf Planet,Low,1,2014,Teegarden's Star,P
KOI-142 b,7.94,35.55,Dwarf Planet,Low,1,2020,KOI-142,P
KOI-94 d,7.936,60.19,Dwarf Planet,Low,1,2024,KOI-94,P
K2-182 b,7.87,113.51,Gas Giant,High,0,2010,K2-182,P
HATS-12 b,7.76,88.75,Dwarf Planet,Low,1,2016,HATS-12,P
OGLE-2018-BLG-0677L b,7.71,29.54,Chthonian Planet,Low,1,2022,OGLE-2018-BLG-0677L,P
USco1621 b,7.68,105.6,Dwarf Planet,Low,1,2014,USco1621 A,P
LTT 1445 A c,7.656,22.74,Ice Giant,High,0,2016,LTT 1445,P
MOA-2019-BLG-008L b,7.6,94.01,Gas Giant,High,0,2016,MOA-2019-BLG-008L,P
55 Cnc f,7.59,26.79,Chthonian Planet,Low,1,2007,55 Cnc,P
HIP 57274 c,7.59,105.69,Ice Giant,High,0,2024,HIP 57274,P
Kepler-565 b,7.55,33.43,Chthonian Planet,Low,1,2015,Kepler-565,P
Kepler-576 b,7.52,103.01,Dwarf Planet,Low,1,2017,Kepler-576,P
Kepler-702 b,7.5,90.46,Gas Giant,High,0,2016,Kepler-702,P
Kepler-751 b,7.5,116.94,Proto Planet,Low,1,2018,Kepler-751,P
K2-22 b,7.43,91.34,Garden World,Medium,1,2022,K2-22,P
KMT-2018-BLG-1990L b,7.398,52.53,Ice Giant,High,0,2018,KMT-2018-BLG-1990L,P
Kepler-836 b,7.322,6.29,Proto Planet,Low,1,2022,Kepler-836,P
Kepler-742 b,7.28,4.6,Chthonian Planet,Low,1,2018,Kepler-742,P
TOI-1468 b,7.22,79.63,Garden World,Medium,1,2016,TOI-1468,P
TOI-6038 A b,7.084,99.1,Proto Planet,Low,1,2014,TOI-6038,P
HAT-P-26 b,7.062,48.43,Proto Planet,Low,1,2010,HAT-P-26,P
OGLE-2018-BLG-1367L b,7.04,91.61,Garden World,Medium,1,2024,OGLE-2018-BLG-1367L,P
Kepler-598 c,7,65.69,Proto Planet,Low,1,2018,Kepler-598,P
Kepler-647 b,7,107.49,Proto Planet,Low,1,2015,Kepler-647,P
OGLE-2018-BLG-1428L b,6.97,70.87,Proto Planet,Low,1,2024,OGLE-2018-BLG-1428L,P
K2-111 b,6.94,90.27,Dwarf Planet,Low,1,2022,K2-111,P
OGLE-2017-BLG-1237L b,6.91,69.29,Gas Giant,High,0,2023,OGLE-2017-BLG-1237L,P
K2-336 b,6.9,77.02,Proto Planet,Low,1,2022,K2-336,P
NGTS-8 b,6.9,9.24,Proto Planet,Low,1,2015,NGTS-8,P
OGLE-2018-BLG-0596L b,6.9,43.37,Dwarf Planet,Low,1,2022,OGLE-2018-BLG-0596L,P
HATS-38 b,6.882,17.01,Ice Giant,High,0,2020,HATS-38,P
K2-381 b,6.88,72.09,Ice Giant,High,0,2017,K2-381,P
HATS-37 A b,6.793,40.55,Chthonian Planet,Low,1,2020,HATS-37,P
L 98-59 e,6.71,73.68,Ice Giant,High,0,2016,L 98-59,P
GJ 15 A c,6.67,43.57,Dwarf Planet,Low,1,2018,GJ 15,P
OGLE-2017-BLG-0640L b,6.56,40.49,Proto Planet,Low,1,2022,OGLE-2017-BLG-0640L,P
Pr0201 b,6.56,49.39,Ice Giant,High,0,2013,Pr0201,P
K2-238 b,6.47,58.72,Ice Giant,High,0,2019,K2-238,P
OGLE-2011-BLG-0251L b,6.45,84.9,Dwarf Planet,Low,1,2018,OGLE-2011-BLG-0251L,P
NGTS-9 b,6.4,56.92,Chthonian Planet,Low,1,2015,NGTS-9,P
CoRoT-8 b,6.39,106.48,Garden World,Medium,1,2010,CoRoT-8,P
CoRoTID 223977153 b,6.389,18.6,Chthonian Planet,Low,1,2017,CoRoTID 223977153,P
HATS-7 b,6.311,58.78,Gas Giant,High,0,2015,HATS-7,P
Ross 128 b,6.28,1.68,Dwarf Planet,Low,1,2016,Ross 128,P
Kepler-84 b,6.277,5.22,Proto Planet,Low,1,2016,Kepler-84,P
GJ 433 c,6.27,42.23,Ice Giant,High,0,2014,GJ 433,P
K2-53 b,6.2,15.25,Gas Giant,High,0,2002,K2-53,P
OGLE-2017-BLG-1099L b,6.2,107.71,Gas Giant,High,0,2022,OGLE-2017-BLG-1099L,P
Kepler-787 b,6.18,5.91,Dwarf Planet,Low,1,2021,Kepler-787,P
K2-136 c,6.17,68.51,Dwarf Planet,Low,1,2021,K2-136,P
KMT-2017-BLG-1003L b,6.16,106.07,Dwarf Planet,Low,1,2009,KMT-2017-BLG-1003L,P
Kepler-614 b,6.117,37.75,Dwarf Planet,Low,1,2018,Kepler-614,P
HD 97048 b,6.09,90.25,Garden World,Medium,1,2022,HD 97048,P
K2-38 c,6.07,83.58,Proto Planet,Low,1,2017,K2-38,P
OGLE-2016-BLG-1067L b,5.98,97.43,Ice Giant,High,0,2023,OGLE-2016-BLG-1067L,P
GJ 163 d,5.92,25.13,Dwarf Planet,Low,1,2013,GJ 163,P
HIP 55507 b,5.91,25.24,Proto Planet,Low,1,2019,HIP 55507,P
WASP-142 b,5.87,51.41,Ice Giant,High,0,2014,WASP-142,P
HD 103197 b,5.83,31.69,Gas Giant,High,0,2009,HD 103197,P
K2-116 b,5.83,9.41,Dwarf Planet,Low,1,2021,K2-116,P
SWEEPS-4 b,5.77,18.56,Chthonian Planet,Low,1,2014,SWEEPS-4,P
EPIC 211945201 b,5.76,51.95,Ice Giant,High,0,2018,EPIC 211945201,P
DS Tuc A b,5.7,31.25,Ice Giant,High,0,2019,DS Tuc,P
HIP 38594 b,5.67,120.6,Proto Planet,Low,1,2022,HIP 38594,P
Kepler-788 b,5.65,96.61,Garden World,Medium,1,2021,Kepler-788,P
Kepler-803 b,5.55,10.48,Ice Giant,High,0,2021,Kepler-803,P
KOI-1783.02,5.51,81.33,Ice Giant,High,0,2016,KOI-1783,P
NGTS-5 b,5.5,17.84,Chthonian Planet,Low,1,2015,NGTS-5,P
K2-183 c,5.48,44.82,Ice Giant,High,0,2008,K2-183,P
TOI-1136 e,5.45,76.63,Gas Giant,High,0,2014,TOI-1136,P
HD 105618 b,5.44,36.44,Gas Giant,High,0,2022,HD 105618,P
KMT-2021-BLG-1554L b,5.44,105.14,Dwarf Planet,Low,1,2004,KMT-2021-BLG-1554L,P
OGLE-2019-BLG-1492L b,5.44,76.94,Dwarf Planet,Low,1,2020,OGLE-2019-BLG-1492L,P
Kepler-701 b,5.4,44.92,Garden World,Medium,1,2016,Kepler-701,P
HD 10180 e,5.39,29.84,Ice Giant,High,0,2010,HD 10180,P
HIP 105854 b,5.38,114.95,Ice Giant,High,0,2008,HIP 105854,P
Kepler-85 e,5.333,83.85,Dwarf Planet,Low,1,2022,Kepler-85,P
Kepler-564 b,5.33,8.71,Ice Giant,High,0,2017,Kepler-564,P
Kepler-773 b,5.299,24.52,Gas Giant,High,0,2016,Kepler-773,P
DMPP-1 b,5.29,116.61,Dwarf Planet,Low,1,2019,DMPP-1,P
HD 109271 c,5.27,122.32,Proto Planet,Low,1,2013,HD 109271,P
Qatar-7 b,5.27,28.45,Gas Giant,High,0,2023,Qatar-7,P
K2-213 b,5.25,10.95,Ice Giant,High,0,2011,K2-213,P
HD 10180 f,5.24,3.82,Dwarf Planet,Low,1,2010,HD 10180,P
GJ 3293 b,5.19,63,Gas Giant,High,0,2015,GJ 3293,P
KELT-6 b,5.12,109.35,Chthonian Planet,Low,1,2023,KELT-6,P
61 Vir d,5.11,34.18,Gas Giant,High,0,2009,61 Vir,P
KOI-217 b,5.11,53.06,Proto Planet,Low,1,2020,KOI-217,P
Kepler-848 b,5.098,88.16,Dwarf Planet,Low,1,2022,Kepler-848,P
NGC 2682 Sand 1429 b,5.066,59.8,Ice Giant,High,0,2016,NGC 2682 Sand 1429,P
Kepler-783 c,5.04,78.29,Dwarf Planet,Low,1,2016,Kepler-783,P
K2-42 b,5.02,81.92,Garden World,Medium,1,2008,K2-42,P
OGLE-2018-BLG-0962L b,5.02,112.62,Dwarf Planet,Low,1,2022,OGLE-2018-BLG-0962L,P
CoRoT-24 c,5,87.57,Chthonian Planet,Low,1,2014,CoRoT-24,P
K2-154 c,5,34.7,Proto Planet,Low,1,2008,K2-154,P
HU Aqr AB b,4.94,45.18,Gas Giant,High,0,2017,HU Aqr,P
KMT-2023-BLG-1454L b,4.94,29.04,Garden World,Medium,1,2022,KMT-2023-BLG-1454L,P
GJ 328 c,4.91,7.16,Proto Planet,Low,1,2023,GJ 328,P
HD 10180 g,4.91,108.1,Garden World,Medium,1,2010,HD 10180,P
HAT-P-11 b,4.901,26.71,Gas Giant,High,0,2008,HAT-P-11,P
CoRoT-22 b,4.88,88.39,Dwarf Planet,Low,1,2014,CoRoT-22,P
GJ 3293 c,4.87,93.81,Dwarf Planet,Low,1,2015,GJ 3293,P
Kepler-596 b,4.81,98.7,Proto Planet,Low,1,2015,Kepler-596,P
HR 810 b,4.77,103.33,Dwarf Planet,Low,1,2022,HR 810,P
K2-118 b,4.77,121.43,Garden World,Medium,1,2022,K2-118,P
Qatar-8 b,4.76,72.02,Chthonian Planet,Low,1,2016,Qatar-8,P
K2-264 b,4.71,73.18,Proto Planet,Low,1,2019,K2-264,P
HD 107148 c,4.7,90.53,Dwarf Planet,Low,1,2021,HD 107148,P
GJ 96 b,4.67,8.06,Proto Planet,Low,1,2018,GJ 96,P
Kepler-84 c,4.662,76.06,Proto Planet,Low,1,2022,Kepler-84,P
Kepler-852 b,4.602,119.83,Gas Giant,High,0,2022,Kepler-852,P
OGLE-2003-BLG-235L b,4.6,6.13,Proto Planet,Low,1,2015,OGLE-2003-BLG-235L,P
K2-203 b,4.59,113.8,Dwarf Planet,Low,1,2005,K2-203,P
K2-285 e,4.59,105.32,Dwarf Planet,Low,1,2007,K2-285,P
OGLE-2018-BLG-0383L b,4.59,21.72,Ice Giant,High,0,2022,OGLE-2018-BLG-0383L,P
GJ 3470 b,4.57,34.39,Dwarf Planet,Low,1,2012,GJ 3470,P
Kepler-851 b,4.569,13.47,Dwarf Planet,Low,1,2022,Kepler-851,P
Kapteyn c,4.55,97.38,Gas Giant,High,0,2019,Kapteyn,P
L 98-59 b,4.51,35.31,Gas Giant,High,0,2016,L 98-59,P
K2-59 c,4.49,50.92,Proto Planet,Low,1,2021,K2-59,P
Kepler-74 b,4.48,52.78,Dwarf Planet,Low,1,2016,Kepler-74,P
61 Vir c,4.46,70.63,Chthonian Planet,Low,1,2009,61 Vir,P
K2-91 b,4.45,101.8,Ice Giant,High,0,2006,K2-91,P
KMT-2019-BLG-0253L b,4.43,28.21,Chthonian Planet,Low,1,2009,KMT-2019-BLG-0253L,P
KMT-2021-BLG-1689L b,4.42,88.77,Chthonian Planet,Low,1,2023,KMT-2021-BLG-1689L,P
K2-8 b,4.41,60.37,Dwarf Planet,Low,1,2019,K2-8,P
K2-119 b,4.36,101.26,Gas Giant,High,0,2022,K2-119,P
HD 106315 c,4.35,50.19,Gas Giant,High,0,2017,HD 106315,P
K2-272 b,4.34,78.68,Chthonian Planet,Low,1,2019,K2-272,P
Kepler-711 b,4.34,115.97,Proto Planet,Low,1,2018,Kepler-711,P
GJ 687 b,4.32,22.89,Gas Giant,High,0,2014,GJ 687,P
PSR J2322-2650 b,4.32,27.21,Gas Giant,High,0,2013,PSR J2322-2650,P
CoRoT-7 d,4.31,48.42,Proto Planet,Low,1,2022,CoRoT-7,P
HD 109271 b,4.31,95.39,Ice Giant,High,0,2013,HD 109271,P
K2-232 b,4.31,0.96,Gas Giant,High,0,2015,K2-232,P
Pr0211 b,4.3,51.66,Dwarf Planet,Low,1,2022,Pr0211,P
K2-212 b,4.27,78.51,Dwarf Planet,Low,1,2011,K2-212,P
K2-380 b,4.26,3.65,Dwarf Planet,Low,1,2017,K2-380,P
K2-285 d,4.24,17.59,Gas Giant,High,0,2018,K2-285,P
K2-348 b,4.23,4.38,Chthonian Planet,Low,1,2022,K2-348,P
GJ 4276 b,4.22,84.13,Ice Giant,High,0,2019,GJ 4276,P
TOI-5634 A b,4.19,20.22,Dwarf Planet,Low,1,2010,TOI-5634,P
Kepler-654 b,4.189,4.16,Ice Giant,High,0,2018,Kepler-654,P
GJ 2056 b,4.17,87.3,Ice Giant,High,0,2020,GJ 2056,P
GJ 436 b,4.17,53.58,Ice Giant,High,0,2004,GJ 436,P
K2-155 c,4.16,52.17,Dwarf Planet,Low,1,2015,K2-155,P
GJ 687 c,4.14,90.58,Gas Giant,High,0,2020,GJ 687,P
HD 102365 b,4.14,92.94,Gas Giant,High,0,2010,HD 102365,P
K2-132 b,4.12,120.77,Chthonian Planet,Low,1,2022,K2-132,P
K2-407 b,4.12,36.14,Dwarf Planet,Low,1,2005,K2-407,P
KIC 3526061 b,4.12,8.46,Ice Giant,High,0,2012,KIC 3526061,P
GJ 581 b,4.11,44.89,Garden World,Medium,1,2005,GJ 581,P
Kepler-647 c,4.1,2.51,Proto Planet,Low,1,2015,Kepler-647,P
NY Vir b,4.1,118.47,Proto Planet,Low,1,2015,NY Vir,P
MOA-2011-BLG-028L b,4.09,121.34,Ice Giant,High,0,2016,MOA-2011-BLG-028L,P
HIP 19976 b,4.07,34.24,Proto Planet,Low,1,2009,HIP 19976,P
HIP 8541 b,4.07,58.6,Proto Planet,Low,1,2022,HIP 8541,P
K2-201 c,4.06,51.42,Gas Giant,High,0,2020,K2-201,P
OGLE-2016-BLG-0263L b,4.06,28.48,Ice Giant,High,0,2022,OGLE-2016-BLG-0263L,P
OGLE-2018-BLG-1126L b,4.05,58.92,Ice Giant,High,0,2023,OGLE-2018-BLG-1126L,P
BD-11 4672 c,4.04,113.89,Proto Planet,Low,1,2020,BD-11 4672,P
MOA-2007-BLG-192L b,4.035,39.76,Proto Planet,Low,1,2015,MOA-2007-BLG-192L,P
Kepler-81 c,4.02,80.47,Ice Giant,High,0,2024,Kepler-81,P
K2-180 b,4,71.6,Ice Giant,High,0,2017,K2-180,P
GJ 229 b,3.97,113.61,Gas Giant,High,0,2014,GJ 229,P
KOI-1783.01,3.96,13.68,Ice Giant,High,0,2016,KOI-1783,P
AU Mic b,3.957,18.35,Proto Planet,Low,1,2020,AU Mic,P
Kepler-65 e,3.95,61.8,Proto Planet,Low,1,2018,Kepler-65,P
EPIC 249893012 d,3.94,13.11,Dwarf Planet,Low,1,2020,EPIC 249893012,P
GJ 876 e,3.92,95.07,Chthonian Planet,Low,1,2010,GJ 876,P
TOI-1107 b,3.91,114.12,Garden World,Medium,1,2016,TOI-1107,P
LkCa 15 c,3.9,67.55,Proto Planet,Low,1,2016,LkCa 15,P
K2-222 b,3.89,90.98,Gas Giant,High,0,2019,K2-222,P
K2-405 b,3.89,94.52,Chthonian Planet,Low,1,2016,K2-405,P
KMT-2021-BLG-0119L b,3.89,23.94,Gas Giant,High,0,2020,KMT-2021-BLG-0119L,P
KOI-1833 d,3.89,104.57,Dwarf Planet,Low,1,2020,Kepler-968,P
Kepler-1024 b,3.88,73.02,Ice Giant,High,0,2016,Kepler-1024,P
K2-58 c,3.87,57.94,Proto Planet,Low,1,2019,K2-58,P
K2-367 b,3.85,70.11,Ice Giant,High,0,2019,K2-367,P
Kepler-1023 b,3.84,19.82,Chthonian Planet,Low,1,2015,Kepler-1023,P
K2-241 b,3.83,20.82,Dwarf Planet,Low,1,2019,K2-241,P
Kepler-1007 b,3.828,69.85,Chthonian Planet,Low,1,2023,Kepler-1007,P
LP 714-47 b,3.82,0.3,Ice Giant,High,0,2016,LP 714-47,P
GJ 720 A b,3.77,31.69,Ice Giant,High,0,2021,GJ 720,P
HIP 90988 b,3.77,99.63,Ice Giant,High,0,2021,HIP 90988,P
Kepler-748 b,3.77,65.12,Ice Giant,High,0,2018,Kepler-748,P
KMT-2021-BLG-0192L b,3.76,82.56,Ice Giant,High,0,2021,KMT-2021-BLG-0192L,P
OGLE-2018-BLG-1647L b,3.76,115.66,Proto Planet,Low,1,2024,OGLE-2018-BLG-1647L,P
K2-210 b,3.74,57.67,Proto Planet,Low,1,2022,K2-210,P
TOI-1301.01,3.73,20.17,Dwarf Planet,Low,1,2016,TOI-1301,P
Kepler-806 b,3.72,112.08,Proto Planet,Low,1,2021,Kepler-806,P
K2-63 c,3.71,37.17,Dwarf Planet,Low,1,2022,K2-63,P
CoRoT-24 b,3.7,93.94,Gas Giant,High,0,2014,CoRoT-24,P
GJ 480 b,3.69,64.28,Ice Giant,High,0,2020,GJ 480,P
HD 104067 c,3.69,43.32,Dwarf Planet,Low,1,2024,HD 104067,P
HD 10180 c,3.68,31.29,Proto Planet,Low,1,2010,HD 10180,P
TIC 279401253 b,3.68,74.53,Dwarf Planet,Low,1,2016,TIC 279401253,P
EPIC 249893012 c,3.67,120.03,Garden World,Medium,1,2020,EPIC 249893012,P
OGLE-2018-BLG-1269L b,3.67,58.79,Proto Planet,Low,1,2024,OGLE-2018-BLG-1269L,P
GJ 27.1 b,3.66,52.17,Proto Planet,Low,1,2014,GJ 27.1,P
Gl 378 b,3.66,79.35,Garden World,Medium,1,2019,Gl 378,P
K2-157 b,3.66,23.78,Proto Planet,Low,1,2016,K2-157,P
K2-257 b,3.66,44.73,Garden World,Medium,1,2019,K2-257,P
Kepler-837 b,3.66,11.42,Gas Giant,High,0,2022,Kepler-837,P
TOI-700 c,3.65,37.65,Proto Planet,Low,1,2016,TOI-700,P
Kepler-650 b,3.642,60.08,Ice Giant,High,0,2018,Kepler-650,P
KMT-2021-BLG-2294L b,3.64,118.25,Proto Planet,Low,1,2020,KMT-2021-BLG-2294L,P
TOI-1347 b,3.63,88.63,Chthonian Planet,Low,1,2016,TOI-1347,P
K2-58 b,3.62,54.04,Gas Giant,High,0,2019,K2-58,P
BD-08 2823 b,3.61,98.89,Garden World,Medium,1,2009,BD-08 2823,P
KMT-2021-BLG-0912L b,3.61,81.32,Ice Giant,High,0,2021,KMT-2021-BLG-0912L,P
KOI-12 b,3.61,85.86,Dwarf Planet,Low,1,2019,KOI-12,P
Qatar-3 b,3.61,25.88,Proto Planet,Low,1,2023,Qatar-3,P
Kepler-686 b,3.609,106.95,Dwarf Planet,Low,1,2018,Kepler-686,P
Kepler-653 b,3.6,76.35,Ice Giant,High,0,2018,Kepler-653,P
TOI-836 c,3.6,9.53,Chthonian Planet,Low,1,2016,TOI-836,P
WASP-100 b,3.6,118.02,Chthonian Planet,Low,1,2014,WASP-100,P
Kepler-562 b,3.59,44.88,Gas Giant,High,0,2017,Kepler-562,P
MOA-2011-BLG-262L b,3.58,75.75,Ice Giant,High,0,2015,MOA-2011-BLG-262L,P
TOI-1224 c,3.58,23.63,Ice Giant,High,0,2014,TOI-1224,P
Kepler-677 b,3.579,121.28,Proto Planet,Low,1,2018,Kepler-677,P
KOI-351 b,3.57,74.04,Proto Planet,Low,1,2019,KOI-351,P
Kepler-626 b,3.558,72.47,Dwarf Planet,Low,1,2018,Kepler-626,P
TIC 241249530 b,3.55,52.46,Garden World,Medium,1,2016,TIC 241249530,P
DMPP-4 b,3.53,11.98,Ice Giant,High,0,2023,DMPP-4,P
K2-186 b,3.53,5.84,Chthonian Planet,Low,1,2018,K2-186,P
Kepler-756 b,3.53,117.33,Gas Giant,High,0,2018,Kepler-756,P
TOI-1199 b,3.53,1.22,Gas Giant,High,0,2016,TOI-1199,P
K2-413 b,3.52,115.47,Proto Planet,Low,1,2019,K2-413,P
Kepler-754 b,3.52,92.49,Ice Giant,High,0,2018,Kepler-754,P
K2-190 b,3.49,55.45,Proto Planet,Low,1,2021,K2-190,P
Kepler-712 b,3.49,85.15,Ice Giant,High,0,2018,Kepler-712,P
TOI-1136 d,3.486,90.02,Gas Giant,High,0,2014,TOI-1136,P
Kepler-775 b,3.484,3.24,Ice Giant,High,0,2016,Kepler-775,P
GJ 9404 b,3.48,37.27,Ice Giant,High,0,2023,GJ 9404,P
K2-331 b,3.46,32.95,Ice Giant,High,0,2019,K2-331,P
K2-368 b,3.46,103.1,Ice Giant,High,0,2019,K2-368,P
K2-90 c,3.46,92.58,Dwarf Planet,Low,1,2006,K2-90,P
HD 10180 d,3.45,122.87,Dwarf Planet,Low,1,2010,HD 10180,P
Kepler-716 b,3.44,70.2,Ice Giant,High,0,2015,Kepler-716,P
OGLE-2019-BLG-0954L b,3.438,86.26,Ice Giant,High,0,2013,OGLE-2019-BLG-0954L,P
K2-221 b,3.43,87.46,Dwarf Planet,Low,1,2019,K2-221,P
Kepler-1008 b,3.429,80.97,Ice Giant,High,0,2023,Kepler-1008,P
TRAPPIST-1 d,3.42,71.04,Dwarf Planet,Low,1,2014,TRAPPIST-1,P
K2-115 b,3.41,44.01,Proto Planet,Low,1,2021,K2-115,P
K2-207 b,3.41,115.86,Ice Giant,High,0,2020,K2-207,P
K2-406 b,3.41,42.94,Dwarf Planet,Low,1,2023,K2-406,P
GJ 3222 b,3.4,112.02,Ice Giant,High,0,2022,HIP 15799,P
TOI-1260 c,3.4,20.92,Dwarf Planet,Low,1,2016,TOI-1260,P
Kepler-843 b,3.395,0.68,Gas Giant,High,0,2022,Kepler-843,P
Kepler-593 b,3.39,72.22,Ice Giant,High,0,2017,Kepler-593,P
HIP 57274 b,3.37,116.71,Proto Planet,Low,1,2024,HIP 57274,P
TYC 3318-01333-1 b,3.361,8.01,Dwarf Planet,Low,1,2021,TYC 3318-01333-1,P
Kepler-791 b,3.36,115.24,Chthonian Planet,Low,1,2021,Kepler-791,P
TOI-1272 c,3.36,98.17,Chthonian Planet,Low,1,2016,TOI-1272,P
TOI-1452 b,3.36,44.7,Ice Giant,High,0,2016,TOI-1452,P
HD 103949 b,3.35,72.84,Proto Planet,Low,1,2019,HD 103949,P
HIP 75092 b,3.35,123.37,Dwarf Planet,Low,1,2021,HIP 75092,P
OGLE-2017-BLG-0604L b,3.35,23.68,Gas Giant,High,0,2022,OGLE-2017-BLG-0604L,P
GJ 422 b,3.33,16.79,Proto Planet,Low,1,2014,GJ 422,P
GJ 674 b,3.33,38.58,Ice Giant,High,0,2007,GJ 674,P
Kepler-568 b,3.33,52.66,Ice Giant,High,0,2020,Kepler-568,P
TOI-5678 b,3.33,69.69,Proto Planet,Low,1,2010,TOI-5678,P
gam Lib b,3.32,14.93,Gas Giant,High,0,2016,gam Lib,P
Kepler-999 b,3.31,106.07,Gas Giant,High,0,2023,Kepler-999,P
MWC 758 c,3.31,118.41,Garden World,Medium,1,2016,MWC 758,P
Kepler-731 b,3.3,112.09,Gas Giant,High,0,2018,Kepler-731,P
TOI-5388.01,3.293,55.3,Ice Giant,High,0,2021,TOI-5388,P
Kepler-66 b,3.286,109.86,Proto Planet,Low,1,2018,Kepler-66,P
K2-187 e,3.28,27.27,Gas Giant,High,0,2022,K2-187,P
K2-283 b,3.28,20.2,Chthonian Planet,Low,1,2015,K2-283,P
TOI-1450 A b,3.28,27.96,Gas Giant,High,0,2016,TOI-1450,P
GJ 724 b,3.27,107.78,Gas Giant,High,0,2023,GJ 724,P
TOI-5218 b,3.268,22.91,Gas Giant,High,0,2020,TOI-5218,P
Kepler-799 c,3.26,36.26,Gas Giant,High,0,2021,Kepler-799,P
TOI-559 b,3.26,83.16,Dwarf Planet,Low,1,2016,TOI-559,P
GJ 1151 c,3.25,45.61,Gas Giant,High,0,2023,GJ 1151,P
GJ 163 b,3.25,41.29,Gas Giant,High,0,2013,GJ 163,P
GJ 338 B b,3.25,51.55,Dwarf Planet,Low,1,2020,GJ 338,P
K2-240 c,3.25,17.56,Chthonian Planet,Low,1,2019,K2-240,P
K2-348 c,3.25,102.75,Ice Giant,High,0,2022,K2-348,P
Kepler-616 c,3.249,30.82,Ice Giant,High,0,2018,Kepler-616,P
K2-50 b,3.24,27.17,Dwarf Planet,Low,1,2024,K2-50,P
GJ 3138 d,3.23,104.72,Gas Giant,High,0,2017,GJ 3138,P
HIP 109600 b,3.23,58.28,Ice Giant,High,0,2022,HIP 109600,P
K2-158 c,3.23,115.32,Ice Giant,High,0,2021,K2-158,P
K2-366 b,3.22,95.87,Ice Giant,High,0,2019,K2-366,P
LkCa 15 b,3.22,92.08,Dwarf Planet,Low,1,2016,LkCa 15,P
Kepler-792 b,3.21,89.94,Dwarf Planet,Low,1,2021,Kepler-792,P
Kepler-819 b,3.207,45.88,Garden World,Medium,1,2022,Kepler-819,P
