Phylum,Planet Name,Biome
Cnidaria,Kepler-155 c,Swamp
Cnidaria,Kepler-1550 b,Swamp
Nematoda,Kepler-1551 b,Scarlet
Chordata,Kepler-1552 b,Boreal
Chordata,Kepler-1553 b,Temperate
Porifera,Kepler-1554 b,Desert
Nematoda,Kepler-1555 b,Alpine
Platyhelminthes,Kepler-1556 b,Alpine
Nematoda,Kepler-1557 b,Boreal
Annelida,Kepler-1558 b,Swamp
Bryophyta,Kepler-1559 b,Tundra
Mollusca,Kepler-156 b,Alpine
Arthropoda,Kepler-156 c,Boreal
Cnidaria,Kepler-1560 b,Nemoral
Mollusca,Kepler-1561 b,Swamp
Bryophyta,Kepler-1562 b,Desert
Cnidaria,Kepler-1563 b,Temperate
Mollusca,Kepler-1564 b,Swamp
Cnidaria,Kepler-1565 b,Tropical
Mollusca,Kepler-1566 b,Tropical
Porifera,Kepler-1567 b,Tundra
Cnidaria,Kepler-1568 b,Marshland
Pteridophyta,Kepler-1569 b,Tundra
Arthropoda,Kepler-157 b,Marshland
Nematoda,Kepler-157 c,Tundra
Platyhelminthes,Kepler-157 d,Scarlet
Cnidaria,Kepler-1570 b,Alpine
Arthropoda,Kepler-1571 b,Scarlet
Arthropoda,Kepler-1572 b,Marshland
Mollusca,Kepler-1573 b,Desert
Platyhelminthes,Kepler-1574 b,Nemoral
Cnidaria,Kepler-1575 b,Desert
Annelida,Kepler-1576 b,Scarlet
Bryophyta,Kepler-1577 b,Tundra
Platyhelminthes,Kepler-1578 b,Boreal
Porifera,Kepler-1579 b,Tundra
Cnidaria,Kepler-158 b,Swamp
Arthropoda,Kepler-158 c,Boreal
Arthropoda,Kepler-158 d,Swamp
Angiospermae,Kepler-1580 b,Temperate
Nematoda,Kepler-1581 b,Boreal
Nematoda,Kepler-1582 b,Swamp
Arthropoda,Kepler-1583 b,Marshland
Angiospermae,Kepler-1584 b,Tropical
Bryophyta,Kepler-1585 b,Nemoral
Platyhelminthes,Kepler-1586 b,Alpine
Mollusca,Kepler-1587 b,Boreal
Bryophyta,Kepler-1588 b,Alpine
Porifera,Kepler-1589 b,Desert
Arthropoda,Kepler-159 b,Desert
Arthropoda,Kepler-159 c,Temperate
Arthropoda,Kepler-1590 b,Scarlet
Nematoda,Kepler-1591 b,Nemoral
Annelida,Kepler-1592 b,Temperate
Porifera,Kepler-1593 b,Tundra
Nematoda,Kepler-1594 b,Boreal
Platyhelminthes,Kepler-1595 b,Tropical
Echinodermata,Kepler-1596 b,Boreal
Echinodermata,Kepler-1597 b,Alpine
Annelida,Kepler-1598 b,Desert
Echinodermata,Kepler-1599 b,Scarlet
Angiospermae,Kepler-16 b,Scarlet
Bryophyta,Kepler-160 b,Nemoral
Annelida,Kepler-160 c,Desert
Echinodermata,Kepler-160 d,Tundra
Platyhelminthes,Kepler-1600 b,Tropical
Porifera,Kepler-1600 c,Tropical
Bryophyta,Kepler-1601 b,Swamp
Echinodermata,Kepler-1602 b,Boreal
Platyhelminthes,Kepler-1603 b,Alpine
Platyhelminthes,Kepler-1604 b,Desert
Platyhelminthes,Kepler-1605 b,Tropical
Angiospermae,Kepler-1606 b,Desert
Bryophyta,Kepler-1607 b,Swamp
Nematoda,Kepler-1608 b,Scarlet
Chordata,Kepler-1609 b,Swamp
Bryophyta,Kepler-161 b,Boreal
Arthropoda,Kepler-161 c,Alpine
Annelida,Kepler-1610 b,Desert
Arthropoda,Kepler-1610 c,Scarlet
Bryophyta,Kepler-1611 b,Nemoral
Cnidaria,Kepler-1612 b,Boreal
Bryophyta,Kepler-1613 b,Tundra
Nematoda,Kepler-1614 b,Boreal
Platyhelminthes,Kepler-1615 b,Swamp
Annelida,Kepler-1616 b,Alpine
Annelida,Kepler-1617 b,Alpine
Chordata,Kepler-1618 b,Swamp
Annelida,Kepler-1619 b,Tropical
Echinodermata,Kepler-162 b,Swamp
Pteridophyta,Kepler-162 c,Tropical
Echinodermata,Kepler-1620 b,Marshland
Annelida,Kepler-1621 b,Scarlet
Cnidaria,Kepler-1622 b,Boreal
Nematoda,Kepler-1623 b,Marshland
Annelida,Kepler-1624 b,Scarlet
Arthropoda,Kepler-1625 b,Scarlet
Annelida,Kepler-1626 b,Temperate
Angiospermae,Kepler-1627 b,Marshland
Chordata,Kepler-1628 b,Nemoral
Bryophyta,Kepler-1629 b,Tropical
Pteridophyta,Kepler-163 b,Tundra
Annelida,Kepler-163 c,Marshland
Platyhelminthes,Kepler-1630 b,Swamp
Bryophyta,Kepler-1631 b,Tundra
Bryophyta,Kepler-1632 b,Tropical
Echinodermata,Kepler-1633 b,Scarlet
Annelida,Kepler-1634 b,Alpine
Platyhelminthes,Kepler-1635 b,Scarlet
Platyhelminthes,Kepler-1636 b,Tundra
Nematoda,Kepler-1637 b,Tundra
Platyhelminthes,Kepler-1638 b,Desert
Platyhelminthes,Kepler-1639 b,Swamp
Echinodermata,Kepler-164 b,Marshland
Annelida,Kepler-164 c,Tundra
Pteridophyta,Kepler-164 d,Tropical
Mollusca,Kepler-164 e,Alpine
Mollusca,Kepler-1640 b,Temperate
Mollusca,Kepler-1641 b,Scarlet
Bryophyta,Kepler-1641 c,Desert
Angiospermae,Kepler-1642 b,Tundra
Platyhelminthes,Kepler-1642 c,Temperate
Mollusca,Kepler-1643 b,Nemoral
Chordata,Kepler-1644 b,Boreal
Nematoda,Kepler-1645 b,Scarlet
Chordata,Kepler-1646 b,Scarlet
Nematoda,Kepler-1647 b,Desert
Arthropoda,Kepler-1649 b,Tundra
Echinodermata,Kepler-1649 c,Tundra
Nematoda,Kepler-165 b,Desert
Echinodermata,Kepler-165 c,Scarlet
Bryophyta,Kepler-1650 b,Tropical
Echinodermata,Kepler-1651 b,Temperate
Nematoda,Kepler-1652 b,Nemoral
Arthropoda,Kepler-1653 b,Tropical
Echinodermata,Kepler-1654 b,Desert
Annelida,Kepler-1655 b,Marshland
Mollusca,Kepler-1656 b,Alpine
Annelida,Kepler-1656 c,Marshland
Angiospermae,Kepler-1658 b,Temperate
Nematoda,Kepler-166 b,Scarlet
Nematoda,Kepler-166 c,Desert
Bryophyta,Kepler-166 d,Desert
Arthropoda,Kepler-1660 AB b,Marshland
Echinodermata,Kepler-1661 b,Temperate
Bryophyta,Kepler-1663 b,Desert
Porifera,Kepler-1664 b,Boreal
Porifera,Kepler-1665 b,Temperate
Annelida,Kepler-1666 b,Marshland
Mollusca,Kepler-1666 c,Alpine
Angiospermae,Kepler-1667 b,Marshland
Platyhelminthes,Kepler-1668 b,Tundra
Pteridophyta,Kepler-1669 b,Marshland
Nematoda,Kepler-1669 c,Tundra
Annelida,Kepler-1669 d,Tundra
Chordata,Kepler-167 b,Scarlet
Mollusca,Kepler-167 c,Tundra
Arthropoda,Kepler-167 d,Tundra
Mollusca,Kepler-167 e,Boreal
Mollusca,Kepler-1670 b,Tropical
Platyhelminthes,Kepler-1671 b,Scarlet
Chordata,Kepler-1672 b,Tundra
Cnidaria,Kepler-1673 b,Marshland
Bryophyta,Kepler-1674 b,Tropical
Pteridophyta,Kepler-1675 b,Alpine
Echinodermata,Kepler-1676 b,Tropical
Bryophyta,Kepler-1677 b,Tropical
Chordata,Kepler-1678 b,Marshland
Chordata,Kepler-1679 b,Tropical
Annelida,Kepler-168 b,Marshland
Arthropoda,Kepler-168 c,Nemoral
Pteridophyta,Kepler-1680 b,Scarlet
Annelida,Kepler-1681 b,Nemoral
Echinodermata,Kepler-1682 b,Tropical
Annelida,Kepler-1683 b,Tundra
Nematoda,Kepler-1684 b,Desert
Porifera,Kepler-1685 b,Alpine
Bryophyta,Kepler-1686 b,Desert
Pteridophyta,Kepler-1687 b,Swamp
Platyhelminthes,Kepler-1688 b,Marshland
Arthropoda,Kepler-1689 b,Boreal
Angiospermae,Kepler-169 b,Marshland
Nematoda,Kepler-169 c,Boreal
Platyhelminthes,Kepler-169 d,Scarlet
Echinodermata,Kepler-169 e,Scarlet
Bryophyta,Kepler-169 f,Boreal
Platyhelminthes,Kepler-1690 b,Scarlet
Nematoda,Kepler-1691 b,Tundra
Chordata,Kepler-1692 b,Swamp
Mollusca,Kepler-1693 b,Temperate
Annelida,Kepler-1693 c,Tropical
Bryophyta,Kepler-1694 b,Desert
Nematoda,Kepler-1695 b,Desert
Annelida,Kepler-1696 b,Boreal
Echinodermata,Kepler-1697 b,Boreal
Annelida,Kepler-1698 b,Desert
Nematoda,Kepler-1699 b,Marshland
Mollusca,Kepler-17 b,Temperate
Angiospermae,Kepler-170 b,Tundra
Porifera,Kepler-170 c,Marshland
Chordata,Kepler-1700 b,Scarlet
Bryophyta,Kepler-1701 b,Alpine
Chordata,Kepler-1702 b,Nemoral
Chordata,Kepler-1704 b,Desert
Cnidaria,Kepler-1705 b,Desert
Cnidaria,Kepler-1705 c,Boreal
Mollusca,Kepler-1708 b,Alpine
Chordata,Kepler-1709 b,Swamp
Angiospermae,Kepler-171 b,Boreal
Arthropoda,Kepler-171 c,Tropical
Porifera,Kepler-171 d,Alpine
Nematoda,Kepler-1710 b,Marshland
Porifera,Kepler-1711 b,Scarlet
Annelida,Kepler-1712 b,Boreal
Annelida,Kepler-1713 b,Scarlet
Echinodermata,Kepler-1714 b,Alpine
Echinodermata,Kepler-1715 b,Tropical
Platyhelminthes,Kepler-1716 b,Tropical
Mollusca,Kepler-1717 b,Tundra
Cnidaria,Kepler-1718 b,Tundra
Annelida,Kepler-1719 b,Boreal
Mollusca,Kepler-172 b,Scarlet
Cnidaria,Kepler-172 c,Boreal
Nematoda,Kepler-172 d,Alpine
Chordata,Kepler-172 e,Tundra
Angiospermae,Kepler-1720 b,Tropical
Mollusca,Kepler-1721 b,Swamp
Echinodermata,Kepler-1722 b,Nemoral
Nematoda,Kepler-1723 b,Scarlet
Bryophyta,Kepler-1724 b,Nemoral
Porifera,Kepler-1725 b,Marshland
Platyhelminthes,Kepler-1726 b,Marshland
Nematoda,Kepler-1727 b,Temperate
Nematoda,Kepler-1728 b,Tundra
Annelida,Kepler-1729 b,Scarlet
Mollusca,Kepler-173 b,Marshland
Annelida,Kepler-173 c,Scarlet
Platyhelminthes,Kepler-1730 b,Alpine
Porifera,Kepler-1731 b,Tropical
Pteridophyta,Kepler-1732 b,Temperate
Echinodermata,Kepler-1733 b,Alpine
Echinodermata,Kepler-1734 b,Desert
Annelida,Kepler-1735 b,Alpine
Angiospermae,Kepler-1736 b,Tropical
Echinodermata,Kepler-1737 b,Desert
Pteridophyta,Kepler-1738 b,Desert
Bryophyta,Kepler-1739 b,Swamp
Arthropoda,Kepler-174 b,Desert
Chordata,Kepler-174 c,Boreal
Pteridophyta,Kepler-174 d,Desert
Arthropoda,Kepler-1740 b,Alpine
Cnidaria,Kepler-1741 b,Alpine
Cnidaria,Kepler-1742 b,Tropical
Platyhelminthes,Kepler-1743 b,Nemoral
Mollusca,Kepler-1744 b,Boreal
Arthropoda,Kepler-1745 b,Tundra
Nematoda,Kepler-1746 b,Tundra
Cnidaria,Kepler-1747 b,Boreal
Angiospermae,Kepler-1748 b,Temperate
Chordata,Kepler-1749 b,Desert
Chordata,Kepler-175 b,Desert
Nematoda,Kepler-175 c,Marshland
Pteridophyta,Kepler-1750 b,Marshland
Angiospermae,Kepler-1751 b,Desert
Annelida,Kepler-1752 b,Nemoral
Chordata,Kepler-1753 b,Alpine
Annelida,Kepler-1754 b,Desert
Bryophyta,Kepler-1755 b,Alpine
Cnidaria,Kepler-1756 b,Nemoral
Chordata,Kepler-1757 b,Alpine
Arthropoda,Kepler-1758 b,Scarlet
Arthropoda,Kepler-1759 b,Desert
Platyhelminthes,Kepler-176 b,Marshland
Arthropoda,Kepler-176 c,Marshland
Pteridophyta,Kepler-176 d,Temperate
Bryophyta,Kepler-176 e,Swamp
Cnidaria,Kepler-1760 b,Marshland
Arthropoda,Kepler-1761 b,Nemoral
Cnidaria,Kepler-1762 b,Scarlet
Bryophyta,Kepler-1763 b,Tropical
Chordata,Kepler-1764 b,Tropical
Pteridophyta,Kepler-1765 b,Tropical
Annelida,Kepler-1766 b,Alpine
Echinodermata,Kepler-1767 b,Tropical
Angiospermae,Kepler-1768 b,Alpine
Echinodermata,Kepler-1769 b,Boreal
Cnidaria,Kepler-177 b,Alpine
Arthropoda,Kepler-177 c,Tropical
Platyhelminthes,Kepler-1770 b,Swamp
Nematoda,Kepler-1771 b,Swamp
Platyhelminthes,Kepler-1772 b,Alpine
Cnidaria,Kepler-1773 b,Boreal
Arthropoda,Kepler-1774 b,Boreal
Nematoda,Kepler-1775 b,Tropical
Chordata,Kepler-1776 b,Alpine
Angiospermae,Kepler-1777 b,Alpine
Platyhelminthes,Kepler-1778 b,Nemoral
Angiospermae,Kepler-1779 b,Desert
Arthropoda,Kepler-178 b,Tropical
Porifera,Kepler-178 c,Tropical
Pteridophyta,Kepler-178 d,Marshland
Arthropoda,Kepler-1780 b,Boreal
Echinodermata,Kepler-1781 b,Swamp
Pteridophyta,Kepler-1782 b,Alpine
Arthropoda,Kepler-1783 b,Scarlet
Arthropoda,Kepler-1784 b,Tropical
Pteridophyta,Kepler-1785 b,Tundra
Nematoda,Kepler-1786 b,Scarlet
Cnidaria,Kepler-1787 b,Scarlet
Chordata,Kepler-1788 b,Boreal
Platyhelminthes,Kepler-1789 b,Tundra
Echinodermata,Kepler-179 b,Tundra
Platyhelminthes,Kepler-179 c,Desert
Angiospermae,Kepler-1790 b,Tropical
Bryophyta,Kepler-1791 b,Tundra
Arthropoda,Kepler-1792 b,Alpine
Cnidaria,Kepler-1793 b,Scarlet
Bryophyta,Kepler-1794 b,Alpine
Angiospermae,Kepler-1795 b,Scarlet
Pteridophyta,Kepler-1796 b,Boreal
Annelida,Kepler-1797 b,Tundra
Nematoda,Kepler-1798 b,Swamp
Nematoda,Kepler-1799 b,Desert
Bryophyta,Kepler-18 b,Tropical
Echinodermata,Kepler-18 c,Tundra
Porifera,Kepler-18 d,Alpine
Echinodermata,Kepler-180 b,Scarlet
Arthropoda,Kepler-180 c,Alpine
Echinodermata,Kepler-1800 b,Marshland
Echinodermata,Kepler-1801 b,Marshland
Bryophyta,Kepler-1801 c,Marshland
Pteridophyta,Kepler-1802 b,Tropical
Porifera,Kepler-1802 c,Tropical
Bryophyta,Kepler-1804 b,Desert
Platyhelminthes,Kepler-1805 b,Tropical
Pteridophyta,Kepler-1806 b,Swamp
Platyhelminthes,Kepler-1807 b,Temperate
Bryophyta,Kepler-1808 b,Scarlet
Platyhelminthes,Kepler-1809 b,Scarlet
Arthropoda,Kepler-181 b,Swamp
Pteridophyta,Kepler-181 c,Tropical
Bryophyta,Kepler-1810 b,Swamp
Pteridophyta,Kepler-1811 b,Tundra
Chordata,Kepler-1812 b,Swamp
Cnidaria,Kepler-1813 b,Marshland
Chordata,Kepler-1814 b,Swamp
Porifera,Kepler-1814 c,Desert
Angiospermae,Kepler-1815 b,Desert
Bryophyta,Kepler-1816 b,Desert
Angiospermae,Kepler-1817 b,Marshland
Echinodermata,Kepler-1818 b,Nemoral
Cnidaria,Kepler-1819 b,Boreal
Echinodermata,Kepler-182 b,Swamp
Angiospermae,Kepler-182 c,Swamp
Arthropoda,Kepler-1820 b,Scarlet
Bryophyta,Kepler-1821 b,Scarlet
Arthropoda,Kepler-1822 b,Desert
Mollusca,Kepler-1823 b,Nemoral
Arthropoda,Kepler-1824 b,Scarlet
Cnidaria,Kepler-1825 b,Swamp
Platyhelminthes,Kepler-1826 b,Scarlet
Cnidaria,Kepler-1827 b,Alpine
Bryophyta,Kepler-1828 b,Alpine
Pteridophyta,Kepler-1829 b,Alpine
Arthropoda,Kepler-183 b,Tropical
Chordata,Kepler-183 c,Scarlet
Mollusca,Kepler-1830 b,Alpine
Nematoda,Kepler-1831 b,Boreal
Annelida,Kepler-1832 b,Nemoral
Porifera,Kepler-1833 b,Alpine
Arthropoda,Kepler-1834 b,Tropical
Echinodermata,Kepler-1834 c,Boreal
Bryophyta,Kepler-1835 b,Tundra
Mollusca,Kepler-1836 b,Desert
Echinodermata,Kepler-1837 b,Scarlet
Annelida,Kepler-1838 b,Desert
Cnidaria,Kepler-1839 b,Swamp
Angiospermae,Kepler-184 b,Temperate
Platyhelminthes,Kepler-184 c,Tropical
Angiospermae,Kepler-184 d,Tropical
Chordata,Kepler-1840 b,Desert
Nematoda,Kepler-1841 b,Nemoral
Angiospermae,Kepler-1842 b,Swamp
Echinodermata,Kepler-1843 b,Boreal
Cnidaria,Kepler-1844 b,Swamp
Angiospermae,Kepler-1845 b,Tundra
Nematoda,Kepler-1846 b,Desert
Bryophyta,Kepler-1847 b,Nemoral
Arthropoda,Kepler-1848 b,Desert
Platyhelminthes,Kepler-1849 b,Desert
Nematoda,Kepler-185 b,Marshland
Nematoda,Kepler-185 c,Tundra
Echinodermata,Kepler-1850 b,Desert
Cnidaria,Kepler-1851 b,Swamp
Bryophyta,Kepler-1852 b,Alpine
Arthropoda,Kepler-1853 b,Tundra
Bryophyta,Kepler-1854 b,Scarlet
Chordata,Kepler-1855 b,Tundra
Cnidaria,Kepler-1856 b,Swamp
Annelida,Kepler-1857 b,Swamp
Cnidaria,Kepler-1858 b,Alpine
Annelida,Kepler-1859 b,Tropical
Bryophyta,Kepler-1859 c,Boreal
Platyhelminthes,Kepler-186 b,Tropical
Arthropoda,Kepler-186 c,Tropical
Chordata,Kepler-186 d,Scarlet
Arthropoda,Kepler-186 e,Nemoral
Nematoda,Kepler-186 f,Tropical
Arthropoda,Kepler-1860 b,Tropical
Platyhelminthes,Kepler-1861 b,Boreal
Arthropoda,Kepler-1862 b,Scarlet
Pteridophyta,Kepler-1863 b,Swamp
Arthropoda,Kepler-1864 b,Tropical
Nematoda,Kepler-1865 b,Alpine
Chordata,Kepler-1866 b,Scarlet
Arthropoda,Kepler-1867 b,Desert
Porifera,Kepler-1868 b,Desert
Pteridophyta,Kepler-1869 b,Marshland
Echinodermata,Kepler-1869 c,Swamp
Annelida,Kepler-187 b,Marshland
Arthropoda,Kepler-187 c,Tropical
Chordata,Kepler-1870 b,Desert
Echinodermata,Kepler-1871 b,Boreal
Arthropoda,Kepler-1872 b,Marshland
Platyhelminthes,Kepler-1873 b,Tundra
Porifera,Kepler-1874 b,Scarlet
Cnidaria,Kepler-1875 b,Swamp
Cnidaria,Kepler-1876 b,Swamp
Echinodermata,Kepler-1877 b,Boreal
Echinodermata,Kepler-1878 b,Tropical
Bryophyta,Kepler-1879 b,Desert
Annelida,Kepler-188 b,Boreal
Chordata,Kepler-188 c,Scarlet
Porifera,Kepler-1880 b,Temperate
Platyhelminthes,Kepler-1881 b,Boreal
Mollusca,Kepler-1882 b,Desert
Annelida,Kepler-1883 b,Tundra
Echinodermata,Kepler-1884 b,Tropical
Pteridophyta,Kepler-1885 b,Desert
Chordata,Kepler-1886 b,Boreal
Nematoda,Kepler-1887 b,Scarlet
Porifera,Kepler-1888 b,Scarlet
Platyhelminthes,Kepler-1889 b,Swamp
Mollusca,Kepler-189 b,Boreal
Arthropoda,Kepler-189 c,Tropical
Echinodermata,Kepler-1890 b,Tundra
Arthropoda,Kepler-1891 b,Tundra
Mollusca,Kepler-1892 b,Desert
Pteridophyta,Kepler-1893 b,Boreal
Cnidaria,Kepler-1894 b,Swamp
Mollusca,Kepler-1894 c,Tundra
Porifera,Kepler-1895 b,Alpine
Bryophyta,Kepler-1896 b,Tropical
Pteridophyta,Kepler-1897 b,Nemoral
Bryophyta,Kepler-1898 b,Swamp
Chordata,Kepler-1899 b,Scarlet
Bryophyta,Kepler-19 b,Nemoral
Arthropoda,Kepler-19 c,Tundra
Platyhelminthes,Kepler-19 d,Tundra
Chordata,Kepler-190 b,Marshland
Arthropoda,Kepler-190 c,Scarlet
Mollusca,Kepler-1900 b,Boreal
Arthropoda,Kepler-1901 b,Tundra
Cnidaria,Kepler-1902 b,Nemoral
Annelida,Kepler-1903 b,Temperate
Arthropoda,Kepler-1904 b,Tropical
Echinodermata,Kepler-1905 b,Boreal
Nematoda,Kepler-1906 b,Scarlet
Chordata,Kepler-1907 b,Boreal
Pteridophyta,Kepler-1907 c,Tundra
Arthropoda,Kepler-1909 b,Desert
Nematoda,Kepler-191 b,Tropical
Arthropoda,Kepler-191 c,Marshland
Chordata,Kepler-191 d,Desert
Arthropoda,Kepler-1910 b,Marshland
Mollusca,Kepler-1911 b,Boreal
Chordata,Kepler-1912 b,Swamp
Echinodermata,Kepler-1913 b,Scarlet
Annelida,Kepler-1914 b,Tropical
Mollusca,Kepler-1915 b,Boreal
Porifera,Kepler-1916 b,Tropical
Nematoda,Kepler-1917 b,Marshland
Platyhelminthes,Kepler-1918 b,Desert
Bryophyta,Kepler-1919 b,Swamp
Platyhelminthes,Kepler-192 b,Desert
Chordata,Kepler-192 c,Marshland
Echinodermata,Kepler-192 d,Alpine
Porifera,Kepler-1920 b,Marshland
Cnidaria,Kepler-1921 b,Boreal
Platyhelminthes,Kepler-1921 c,Nemoral
Echinodermata,Kepler-1922 b,Tropical
Annelida,Kepler-1923 b,Scarlet
Pteridophyta,Kepler-1924 b,Marshland
Arthropoda,Kepler-1925 b,Marshland
Echinodermata,Kepler-1926 b,Nemoral
Mollusca,Kepler-1927 b,Boreal
Bryophyta,Kepler-1928 b,Desert
Angiospermae,Kepler-1929 b,Tundra
Cnidaria,Kepler-193 b,Nemoral
Cnidaria,Kepler-193 c,Marshland
Platyhelminthes,Kepler-1930 b,Tundra
Pteridophyta,Kepler-1931 b,Tropical
Echinodermata,Kepler-1932 b,Alpine
Mollusca,Kepler-1933 b,Tundra
Arthropoda,Kepler-1934 b,Marshland
Chordata,Kepler-1935 b,Alpine
Nematoda,Kepler-1936 b,Boreal
Platyhelminthes,Kepler-1937 b,Tundra
Platyhelminthes,Kepler-1938 b,Tropical
Annelida,Kepler-1939 b,Nemoral
Cnidaria,Kepler-194 b,Desert
Nematoda,Kepler-194 c,Scarlet
Arthropoda,Kepler-194 d,Alpine
Bryophyta,Kepler-1940 b,Swamp
Arthropoda,Kepler-1941 b,Tundra
Mollusca,Kepler-1942 b,Nemoral
Mollusca,Kepler-1943 b,Marshland
Platyhelminthes,Kepler-1944 b,Alpine
Platyhelminthes,Kepler-1945 b,Marshland
Platyhelminthes,Kepler-1946 b,Scarlet
Arthropoda,Kepler-1947 b,Temperate
Pteridophyta,Kepler-1948 b,Boreal
Echinodermata,Kepler-1949 b,Desert
Annelida,Kepler-195 b,Tropical
Platyhelminthes,Kepler-195 c,Scarlet
Arthropoda,Kepler-1950 b,Swamp
Annelida,Kepler-1951 b,Alpine
Annelida,Kepler-1952 b,Temperate
Bryophyta,Kepler-1953 b,Tropical
Echinodermata,Kepler-1954 b,Tropical
Chordata,Kepler-1955 b,Nemoral
Annelida,Kepler-1956 b,Marshland
Arthropoda,Kepler-1957 b,Scarlet
Cnidaria,Kepler-1958 b,Boreal
Angiospermae,Kepler-1959 b,Tropical
Chordata,Kepler-196 b,Boreal
Porifera,Kepler-196 c,Swamp
Bryophyta,Kepler-196 d,Boreal
Annelida,Kepler-1960 b,Tropical
Echinodermata,Kepler-1961 b,Temperate
Arthropoda,Kepler-1962 b,Marshland
Chordata,Kepler-1963 b,Tropical
Porifera,Kepler-1964 b,Desert
Mollusca,Kepler-1965 b,Tropical
Chordata,Kepler-1966 b,Temperate
Chordata,Kepler-1967 b,Boreal
Mollusca,Kepler-1968 b,Tundra
Mollusca,Kepler-1969 b,Alpine
Annelida,Kepler-197 b,Boreal
Bryophyta,Kepler-197 c,Marshland
Chordata,Kepler-197 d,Desert
Echinodermata,Kepler-197 e,Boreal
Angiospermae,Kepler-1972 b,Tundra
Echinodermata,Kepler-1972 c,Alpine
Mollusca,Kepler-1976 b,Alpine
Porifera,Kepler-1977 b,Tropical
Pteridophyta,Kepler-1978 b,Tundra
Pteridophyta,Kepler-1979 b,Scarlet
Nematoda,Kepler-198 b,Marshland
Mollusca,Kepler-198 c,Tundra
Platyhelminthes,Kepler-198 d,Tundra
Pteridophyta,Kepler-1980 b,Boreal
Nematoda,Kepler-1981 b,Marshland
Chordata,Kepler-1982 b,Tropical
Cnidaria,Kepler-1983 b,Desert
Pteridophyta,Kepler-1984 b,Alpine
Platyhelminthes,Kepler-1985 b,Scarlet
Nematoda,Kepler-1986 b,Scarlet
Angiospermae,Kepler-1987 b,Boreal
Angiospermae,Kepler-1987 c,Nemoral
Echinodermata,Kepler-1987 d,Swamp
Nematoda,Kepler-1987 e,Alpine
Echinodermata,Kepler-1988 b,Desert
Annelida,Kepler-1989 b,Scarlet
Mollusca,Kepler-199 b,Marshland
Chordata,Kepler-199 c,Tundra
Arthropoda,Kepler-1990 b,Tundra
Platyhelminthes,Kepler-1990 c,Tundra
Echinodermata,Kepler-1991 b,Boreal
Chordata,Kepler-1991 c,Scarlet
Bryophyta,Kepler-1992 b,Alpine
Angiospermae,Kepler-1993 b,Tundra
Mollusca,Kepler-1994 b,Tropical
Mollusca,Kepler-1995 b,Marshland
Mollusca,Kepler-1996 b,Boreal
Pteridophyta,Kepler-1996 c,Alpine
Annelida,Kepler-1997 b,Tropical
Angiospermae,Kepler-1998 b,Scarlet
Porifera,Kepler-1999 b,Desert
Echinodermata,Kepler-20 b,Temperate
Cnidaria,Kepler-20 c,Boreal
Mollusca,Kepler-20 d,Tropical
Bryophyta,Kepler-20 e,Boreal
Annelida,Kepler-20 f,Boreal
Echinodermata,Kepler-20 g,Alpine
Bryophyta,Kepler-200 b,Scarlet
Bryophyta,Kepler-200 c,Marshland
Pteridophyta,Kepler-2000 b,Tundra
Platyhelminthes,Kepler-2000 c,Alpine
Mollusca,Kepler-2001 b,Desert
Arthropoda,Kepler-2001 c,Tundra
Nematoda,Kepler-201 b,Nemoral
Platyhelminthes,Kepler-201 c,Tropical
Arthropoda,Kepler-202 b,Nemoral
Echinodermata,Kepler-202 c,Desert
Arthropoda,Kepler-203 b,Tundra
Annelida,Kepler-203 c,Swamp
Pteridophyta,Kepler-203 d,Swamp
Cnidaria,Kepler-204 b,Boreal
Nematoda,Kepler-204 c,Swamp
Nematoda,Kepler-205 b,Boreal
Mollusca,Kepler-205 c,Swamp
Chordata,Kepler-206 b,Tundra
Mollusca,Kepler-206 c,Alpine
Cnidaria,Kepler-206 d,Tropical
Platyhelminthes,Kepler-207 b,Scarlet
Annelida,Kepler-207 c,Boreal
Angiospermae,Kepler-207 d,Tropical
Nematoda,Kepler-208 b,Marshland
Mollusca,Kepler-208 c,Alpine
Platyhelminthes,Kepler-208 d,Scarlet
Mollusca,Kepler-208 e,Nemoral
Echinodermata,Kepler-209 b,Temperate
Echinodermata,Kepler-209 c,Marshland
Echinodermata,Kepler-21 b,Swamp
Arthropoda,Kepler-210 b,Scarlet
Echinodermata,Kepler-210 c,Boreal
Angiospermae,Kepler-211 b,Temperate
Cnidaria,Kepler-211 c,Swamp
Pteridophyta,Kepler-212 b,Desert
Cnidaria,Kepler-212 c,Swamp
Bryophyta,Kepler-213 b,Marshland
Arthropoda,Kepler-213 c,Boreal
Echinodermata,Kepler-214 b,Alpine
Echinodermata,Kepler-214 c,Temperate
Porifera,Kepler-215 b,Boreal
Porifera,Kepler-215 c,Desert
Angiospermae,Kepler-215 d,Boreal
Arthropoda,Kepler-215 e,Alpine
Pteridophyta,Kepler-216 b,Boreal
Nematoda,Kepler-216 c,Boreal
Pteridophyta,Kepler-217 b,Swamp
Pteridophyta,Kepler-217 c,Tropical
Platyhelminthes,Kepler-217 d,Temperate
Pteridophyta,Kepler-218 b,Boreal
Nematoda,Kepler-218 c,Tundra
Arthropoda,Kepler-218 d,Boreal
Porifera,Kepler-219 b,Alpine
Pteridophyta,Kepler-219 c,Marshland
Arthropoda,Kepler-219 d,Desert
Bryophyta,Kepler-22 b,Swamp
Mollusca,Kepler-220 b,Desert
