Star Name,Spectral Type,Stellar Radius [Solar Radius],Element Composition,Discovery Year,Host Name
Kepler-959,,2.01,Hydrogen,2016,Kepler-959
Kepler-96,,1.02,Hydrogen,2014,Kepler-96
Kepler-960,,0.72,Hydrogen,2016,Kepler-960
Kepler-961,,0.9,Hydrogen,2016,Kepler-961
Kepler-962,,0.86,Hydrogen,2016,Kepler-962
Kepler-963,G,0.87,Hydrogen,2016,Kepler-963
Kepler-963,G,0.93,Hydrogen,2016,Kepler-963
Kepler-964,,0.84,Hydrogen,2016,Kepler-964
Kepler-965,,1.15,Hydrogen,2016,Kepler-965
Kepler-966,,1.02,Hydrogen,2016,Kepler-966
Kepler-967,,0.8,Hydrogen,2016,Kepler-967
Kepler-967,,0.8,Hydrogen,2016,Kepler-967
Kepler-968,,0.7,Hydrogen,2021,Kepler-968
Kepler-968,,0.7,Hydrogen,2021,Kepler-968
Kepler-969,,0.82,Hydrogen,2016,Kepler-969
Kepler-969,,0.82,Hydrogen,2016,Kepler-969
Kepler-97,,0.98,Hydrogen,2014,Kepler-97
Kepler-97,,0.98,Hydrogen,2014,Kepler-97
Kepler-970,,0.71,Hydrogen,2016,Kepler-970
Kepler-971,,0.85,Hydrogen,2016,Kepler-971
Kepler-972,,1.22,Hydrogen,2016,Kepler-972
Kepler-973,,0.78,Hydrogen,2016,Kepler-973
Kepler-974,,0.5,Hydrogen,2016,Kepler-974
Kepler-975,,0.75,Hydrogen,2016,Kepler-975
Kepler-975,,1.67,Hydrogen,2016,Kepler-975
Kepler-976,,0.83,Hydrogen,2016,Kepler-976
Kepler-977,,0.83,Hydrogen,2016,Kepler-977
Kepler-978,,1.09,Hydrogen,2016,Kepler-978
Kepler-979,,0.83,Hydrogen,2016,Kepler-979
Kepler-98,,1.11,Hydrogen,2014,Kepler-98
Kepler-980,,1.06,Hydrogen,2016,Kepler-980
Kepler-981,,0.96,Hydrogen,2016,Kepler-981
Kepler-982,,1.29,Hydrogen,2016,Kepler-982
Kepler-983,,1.08,Hydrogen,2016,Kepler-983
Kepler-984,,0.93,Hydrogen,2016,Kepler-984
Kepler-985,,0.85,Hydrogen,2016,Kepler-985
Kepler-986,,0.98,Hydrogen,2016,Kepler-986
Kepler-987,,0.91,Hydrogen,2016,Kepler-987
Kepler-988,,0.53,Hydrogen,2016,Kepler-988
Kepler-989,,0.78,Hydrogen,2016,Kepler-989
Kepler-99,,0.73,Hydrogen,2014,Kepler-99
Kepler-990,,1.08,Hydrogen,2016,Kepler-990
Kepler-990,,1.08,Hydrogen,2016,Kepler-990
Kepler-991,,0.61,Hydrogen,2016,Kepler-991
Kepler-992,,0.74,Hydrogen,2016,Kepler-992
Kepler-993,,0.54,Hydrogen,2016,Kepler-993
Kepler-994,,0.54,Hydrogen,2016,Kepler-994
Kepler-995,,0.8,Hydrogen,2016,Kepler-995
Kepler-996,,1.14,Hydrogen,2016,Kepler-996
Kepler-997,,1.56,Hydrogen,2016,Kepler-997
Kepler-998,,1.18,Hydrogen,2016,Kepler-998
Kepler-999,,1.65,Hydrogen,2016,Kepler-999
L 168-9,M0.5 V,0.6,Hydrogen,2020,L 168-9
L 363-38,,0.27,Hydrogen,2023,L 363-38
L 98-59,M3 V,0.3,Hydrogen,2019,L 98-59
L 98-59,M3 V,0.3,Hydrogen,2019,L 98-59
L 98-59,M3 V,0.3,Hydrogen,2019,L 98-59
L 98-59,M3 V,0.3,Hydrogen,2019,L 98-59
LHS 1140,M4.5 V,0.22,Hydrogen,2017,LHS 1140
LHS 1140,M4.5 V,0.22,Hydrogen,2017,LHS 1140
LHS 1478,m3 V,0.25,Hydrogen,2021,LHS 1478
LHS 1678,M2.0 V,0.33,Hydrogen,2021,LHS 1678
LHS 1678,M2.0 V,0.33,Hydrogen,2021,LHS 1678
LHS 1678,M2.0 V,0.33,Hydrogen,2021,LHS 1678
LHS 1815,M1,0.5,Hydrogen,2020,LHS 1815
LHS 3154,M6.5,0.14,Hydrogen,2023,LHS 3154
LHS 3844,M5,0.19,Hydrogen,2019,LHS 3844
LHS 475,M3.5 V,0.28,Hydrogen,2023,LHS 475
LP 714-47,M0.0 V,0.58,Hydrogen,2020,LP 714-47
LP 791-18,M(6.1 +/- 0.7) V,0.18,Hydrogen,2019,LP 791-18
LP 791-18,M(6.1 +/- 0.7) V,0.18,Hydrogen,2019,LP 791-18
LP 791-18,M(6.1 +/- 0.7) V,0.18,Hydrogen,2019,LP 791-18
LP 890-9,M6 V,0.16,Hydrogen,2022,LP 890-9
LP 890-9,M6 V,0.16,Hydrogen,2022,LP 890-9
LSPM J2116+0234,M3.0 V,0.43,Hydrogen,2019,LSPM J2116+0234
LTT 1445,M3.0,0.27,Hydrogen,2019,LTT 1445 A
LTT 1445,M3.0,0.27,Hydrogen,2019,LTT 1445 A
LTT 3780,M3.5 V,0.38,Hydrogen,2020,LTT 3780
LTT 3780,M3.5 V,0.38,Hydrogen,2020,LTT 3780
LTT 9779,G7 V,0.95,Hydrogen,2020,LTT 9779
LkCa 15,,1.61,Hydrogen,2015,LkCa 15
LkCa 15,,1.61,Hydrogen,2015,LkCa 15
Luhman 16,,,Hydrogen,2017,Luhman 16 A
Lupus-TR-3,,0.82,Hydrogen,2007,Lupus-TR-3
M62H,,,Hydrogen,2024,M62H
MASCARA-1,,2.08,Hydrogen,2017,MASCARA-1
MASCARA-4,A7 V,1.92,Hydrogen,2020,MASCARA-4
MOA-2007-BLG-192L,,,Hydrogen,2008,MOA-2007-BLG-192L
MOA-2007-BLG-400L,,,Hydrogen,2008,MOA-2007-BLG-400L
MOA-2008-BLG-310L,,,Hydrogen,2009,MOA-2008-BLG-310L
MOA-2008-BLG-379L,K,,Hydrogen,2013,MOA-2008-BLG-379L
MOA-2009-BLG-266L,,,Hydrogen,2011,MOA-2009-BLG-266L
MOA-2009-BLG-319L,,,Hydrogen,2010,MOA-2009-BLG-319L
MOA-2009-BLG-387L,,,Hydrogen,2010,MOA-2009-BLG-387L
MOA-2010-BLG-073L,,,Hydrogen,2012,MOA-2010-BLG-073L
MOA-2010-BLG-117L,,,Hydrogen,2018,MOA-2010-BLG-117L
MOA-2010-BLG-328L,,,Hydrogen,2013,MOA-2010-BLG-328L
MOA-2010-BLG-353L,,,Hydrogen,2015,MOA-2010-BLG-353L
MOA-2010-BLG-477L,,,Hydrogen,2012,MOA-2010-BLG-477L
MOA-2011-BLG-028L,,,Hydrogen,2016,MOA-2011-BLG-028L
MOA-2011-BLG-262L,,,Hydrogen,2014,MOA-2011-BLG-262L
MOA-2011-BLG-291L,,,Hydrogen,2018,MOA-2011-BLG-291L
MOA-2011-BLG-293L,,,Hydrogen,2012,MOA-2011-BLG-293L
MOA-2011-BLG-322L,,,Hydrogen,2013,MOA-2011-BLG-322L
MOA-2012-BLG-006L,,,Hydrogen,2017,MOA-2012-BLG-006L
MOA-2012-BLG-505L,,,Hydrogen,2017,MOA-2012-BLG-505L
MOA-2013-BLG-220L,,,Hydrogen,2014,MOA-2013-BLG-220L
MOA-2013-BLG-605L,,,Hydrogen,2016,MOA-2013-BLG-605L
MOA-2015-BLG-337L,,,Hydrogen,2018,MOA-2015-BLG-337L
MOA-2016-BLG-227L,,,Hydrogen,2017,MOA-2016-BLG-227L
MOA-2016-BLG-319L,,,Hydrogen,2018,MOA-2016-BLG-319L
MOA-2016-BLG-526L,,,Hydrogen,2024,MOA-2016-BLG-526L
MOA-2019-BLG-008L,,,Hydrogen,2022,MOA-2019-BLG-008L
MOA-2020-BLG-135L,,,Hydrogen,2022,MOA-2020-BLG-135L
MOA-2020-BLG-208L,,,Hydrogen,2023,MOA-2020-BLG-208L
MOA-2022-BLG-249L,,,Hydrogen,2023,MOA-2022-BLG-249L
MOA-2022-BLG-563L,,,Hydrogen,2024,MOA-2022-BLG-563L
MOA-bin-1L,,,Hydrogen,2012,MOA-bin-1L
MOA-bin-29,,,Hydrogen,2019,MOA-bin-29
MWC 758,A8Ve,2.01,Hydrogen,2023,MWC 758
MXB 1658-298,,,Hydrogen,2017,MXB 1658-298
NGC 2682 Sand 1429,F9.5 V,2.13,Hydrogen,2024,NGC 2682 Sand 1429
NGC 2682 Sand 364,K3 III,39.59,Hydrogen,2014,NGC 2682 Sand 364
NGC 2682 Sand 978,K4 III,21.02,Hydrogen,2017,NGC 2682 Sand 978
NGC 2682 YBP 1194,G5 V,0.99,Hydrogen,2014,NGC 2682 YBP 1194
NGC 2682 YBP 1514,G5 V,0.89,Hydrogen,2014,NGC 2682 YBP 1514
NGC 2682 YBP 401,F9 V,1.22,Hydrogen,2016,NGC 2682 YBP 401
NGTS-1,M0.5,0.57,Hydrogen,2017,NGTS-1
NGTS-10,K5 V,0.7,Hydrogen,2020,NGTS-10
NGTS-11,K,0.83,Hydrogen,2020,NGTS-11
NGTS-12,G,1.59,Hydrogen,2020,NGTS-12
NGTS-13,,1.79,Hydrogen,2021,NGTS-13
NGTS-14,K1 V,0.84,Hydrogen,2021,NGTS-14 A
NGTS-15,G6 V,0.95,Hydrogen,2021,NGTS-15
NGTS-16,G7 V,1.21,Hydrogen,2021,NGTS-16
NGTS-17,G4 V,1.34,Hydrogen,2021,NGTS-17
NGTS-18,G5 V,1.39,Hydrogen,2021,NGTS-18
NGTS-2,F5 V,1.7,Hydrogen,2018,NGTS-2
NGTS-20,G1 IV,1.78,Hydrogen,2022,NGTS-20
NGTS-21,K3 V,0.86,Hydrogen,2022,NGTS-21
NGTS-23,F9 V,1.24,Hydrogen,2022,NGTS-23
NGTS-24,G2 IV,1.64,Hydrogen,2022,NGTS-24
NGTS-25,K0 V,0.86,Hydrogen,2022,NGTS-25
NGTS-26,,1.16,Hydrogen,2024,NGTS-26
NGTS-27,,1.77,Hydrogen,2024,NGTS-27
NGTS-3,G6 V,0.93,Hydrogen,2018,NGTS-3 A
NGTS-30,,0.91,Hydrogen,2024,NGTS-30
TOI-6442,,1.48,Hydrogen,2024,NGTS-33
NGTS-4,,0.84,Hydrogen,2019,NGTS-4
NGTS-5,K2 V,0.74,Hydrogen,2019,NGTS-5
NGTS-6,,0.75,Hydrogen,2019,NGTS-6
NGTS-8,K0 V,0.98,Hydrogen,2019,NGTS-8
NGTS-9,F8 V,1.38,Hydrogen,2019,NGTS-9
NN Ser,WD,,Hydrogen,2010,NN Ser
NN Ser,WD,,Hydrogen,2010,NN Ser
NSVS 14256825,,0.19,Hydrogen,2019,NSVS 14256825
NY Vir,,0.15,Hydrogen,2011,NY Vir
NY Vir,,0.15,Hydrogen,2011,NY Vir
OGLE-2003-BLG-235L,K V,,Hydrogen,2004,OGLE-2003-BLG-235L
OGLE-2005-BLG-071L,,,Hydrogen,2005,OGLE-2005-BLG-071L
OGLE-2005-BLG-169L,K5,,Hydrogen,2006,OGLE-2005-BLG-169L
OGLE-2005-BLG-390L,,,Hydrogen,2005,OGLE-2005-BLG-390L
OGLE-2006-BLG-109L,,,Hydrogen,2008,OGLE-2006-BLG-109L
OGLE-2006-BLG-109L,,,Hydrogen,2008,OGLE-2006-BLG-109L
OGLE-2006-BLG-284L,,,Hydrogen,2020,OGLE-2006-BLG-284L A
OGLE-2007-BLG-349L,M,,Hydrogen,2016,OGLE-2007-BLG-349L A
OGLE-2007-BLG-368L,,,Hydrogen,2009,OGLE-2007-BLG-368L
OGLE-2008-BLG-092L,,,Hydrogen,2014,OGLE-2008-BLG-092L
OGLE-2008-BLG-355L,,,Hydrogen,2014,OGLE-2008-BLG-355L
OGLE-2011-BLG-0173L,,,Hydrogen,2018,OGLE-2011-BLG-0173L
OGLE-2011-BLG-0251L,M,,Hydrogen,2012,OGLE-2011-BLG-0251L
OGLE-2011-BLG-0265L,,,Hydrogen,2015,OGLE-2011-BLG-0265L
OGLE-2012-BLG-0026L,G5 V,,Hydrogen,2012,OGLE-2012-BLG-0026L
OGLE-2012-BLG-0026L,G5 V,,Hydrogen,2012,OGLE-2012-BLG-0026L
OGLE-2012-BLG-0358L,,,Hydrogen,2013,OGLE-2012-BLG-0358L
OGLE-2012-BLG-0406L,,,Hydrogen,2013,OGLE-2012-BLG-0406L
OGLE-2012-BLG-0563L,,,Hydrogen,2015,OGLE-2012-BLG-0563L
OGLE-2012-BLG-0724L,M V,,Hydrogen,2016,OGLE-2012-BLG-0724L
OGLE-2012-BLG-0838L,,,Hydrogen,2020,OGLE-2012-BLG-0838L
OGLE-2012-BLG-0950L,M V,,Hydrogen,2016,OGLE-2012-BLG-0950L
OGLE-2013-BLG-0102L,,,Hydrogen,2014,OGLE-2013-BLG-0102L
OGLE-2013-BLG-0132L,,,Hydrogen,2017,OGLE-2013-BLG-0132L
OGLE-2013-BLG-0341L,,,Hydrogen,2014,OGLE-2013-BLG-0341L B
OGLE-2013-BLG-0911L,,,Hydrogen,2019,OGLE-2013-BLG-0911L
OGLE-2013-BLG-1721L,,,Hydrogen,2017,OGLE-2013-BLG-1721L
OGLE-2013-BLG-1761L,,,Hydrogen,2018,OGLE-2013-BLG-1761L
OGLE-2014-BLG-0124L,,,Hydrogen,2015,OGLE-2014-BLG-0124L
OGLE-2014-BLG-0221L,,,Hydrogen,2024,OGLE-2014-BLG-0221L
OGLE-2014-BLG-0319L,M,,Hydrogen,2022,OGLE-2014-BLG-0319L
OGLE-2014-BLG-0676L,,,Hydrogen,2016,OGLE-2014-BLG-0676L
OGLE-2014-BLG-1722L,,,Hydrogen,2018,OGLE-2014-BLG-1722L
OGLE-2014-BLG-1722L,,,Hydrogen,2018,OGLE-2014-BLG-1722L
OGLE-2014-BLG-1760L,,,Hydrogen,2016,OGLE-2014-BLG-1760L
OGLE-2015-BLG-0051L,,,Hydrogen,2016,OGLE-2015-BLG-0051L
OGLE-2015-BLG-0954L,,,Hydrogen,2016,OGLE-2015-BLG-0954L
OGLE-2015-BLG-0966L,,,Hydrogen,2016,OGLE-2015-BLG-0966L
OGLE-2015-BLG-1649L,,,Hydrogen,2019,OGLE-2015-BLG-1649L
OGLE-2015-BLG-1670L,,,Hydrogen,2019,OGLE-2015-BLG-1670L
OGLE-2015-BLG-1771L,,,Hydrogen,2020,OGLE-2015-BLG-1771L
OGLE-2016-BLG-0263L,,,Hydrogen,2017,OGLE-2016-BLG-0263L
OGLE-2016-BLG-0613L,,,Hydrogen,2017,OGLE-2016-BLG-0613L AB
OGLE-2016-BLG-1067L,,,Hydrogen,2019,OGLE-2016-BLG-1067L
OGLE-2016-BLG-1093L,,,Hydrogen,2022,OGLE-2016-BLG-1093L
OGLE-2016-BLG-1190L,,,Hydrogen,2017,OGLE-2016-BLG-1190L
OGLE-2016-BLG-1195L,,,Hydrogen,2017,OGLE-2016-BLG-1195L
OGLE-2016-BLG-1227L,,,Hydrogen,2020,OGLE-2016-BLG-1227L
OGLE-2016-BLG-1598L,,,Hydrogen,2024,OGLE-2016-BLG-1598L
OGLE-2016-BLG-1800L,,,Hydrogen,2024,OGLE-2016-BLG-1800L
OGLE-2017-BLG-0173L,,,Hydrogen,2018,OGLE-2017-BLG-0173L
OGLE-2017-BLG-0373L,,,Hydrogen,2018,OGLE-2017-BLG-0373L
OGLE-2017-BLG-0406L,,,Hydrogen,2020,OGLE-2017-BLG-0406L
OGLE-2017-BLG-0448L,,,Hydrogen,2024,OGLE-2017-BLG-0448L
OGLE-2017-BLG-0482L,,,Hydrogen,2018,OGLE-2017-BLG-0482L
OGLE-2017-BLG-0604L,,,Hydrogen,2020,OGLE-2017-BLG-0604L
OGLE-2017-BLG-0640L,,,Hydrogen,2024,OGLE-2017-BLG-0640L
OGLE-2017-BLG-1049L,,,Hydrogen,2020,OGLE-2017-BLG-1049L
OGLE-2017-BLG-1099L,,,Hydrogen,2021,OGLE-2017-BLG-1099L
OGLE-2017-BLG-1140L,,,Hydrogen,2018,OGLE-2017-BLG-1140L
OGLE-2017-BLG-1237L,,,Hydrogen,2024,OGLE-2017-BLG-1237L
OGLE-2017-BLG-1275L,,,Hydrogen,2024,OGLE-2017-BLG-1275L
OGLE-2017-BLG-1375L,,,Hydrogen,2020,OGLE-2017-BLG-1375L
OGLE-2017-BLG-1434L,,,Hydrogen,2018,OGLE-2017-BLG-1434L
OGLE-2017-BLG-1522L,,,Hydrogen,2018,OGLE-2017-BLG-1522L
OGLE-2017-BLG-1691L,,,Hydrogen,2022,OGLE-2017-BLG-1691L
OGLE-2017-BLG-1806L,,,Hydrogen,2023,OGLE-2017-BLG-1806L
OGLE-2018-BLG-0298L,,,Hydrogen,2022,OGLE-2018-BLG-0298L
OGLE-2018-BLG-0383L,,,Hydrogen,2022,OGLE-2018-BLG-0383L
OGLE-2018-BLG-0506L,,,Hydrogen,2022,OGLE-2018-BLG-0506L
OGLE-2018-BLG-0516L,,,Hydrogen,2022,OGLE-2018-BLG-0516L
OGLE-2018-BLG-0532L,,,Hydrogen,2020,OGLE-2018-BLG-0532L
OGLE-2018-BLG-0567L,,,Hydrogen,2021,OGLE-2018-BLG-0567L
OGLE-2018-BLG-0596L,,,Hydrogen,2019,OGLE-2018-BLG-0596L
OGLE-2018-BLG-0677L,,,Hydrogen,2020,OGLE-2018-BLG-0677L
OGLE-2018-BLG-0740L,G V,,Hydrogen,2019,OGLE-2018-BLG-0740L
OGLE-2018-BLG-0799L,,,Hydrogen,2022,OGLE-2018-BLG-0799L
OGLE-2018-BLG-0932L,,,Hydrogen,2022,OGLE-2018-BLG-0932L
OGLE-2018-BLG-0962L,,,Hydrogen,2021,OGLE-2018-BLG-0962L
OGLE-2018-BLG-0977L,,,Hydrogen,2022,OGLE-2018-BLG-0977L
OGLE-2018-BLG-1011L,,,Hydrogen,2019,OGLE-2018-BLG-1011L
OGLE-2018-BLG-1011L,,,Hydrogen,2019,OGLE-2018-BLG-1011L
OGLE-2018-BLG-1119L,,,Hydrogen,2022,OGLE-2018-BLG-1119L
OGLE-2018-BLG-1126L,,,Hydrogen,2022,OGLE-2018-BLG-1126L
OGLE-2018-BLG-1185L,,,Hydrogen,2021,OGLE-2018-BLG-1185L
OGLE-2018-BLG-1212L,,,Hydrogen,2022,OGLE-2018-BLG-1212L
OGLE-2018-BLG-1269L,,,Hydrogen,2020,OGLE-2018-BLG-1269L
OGLE-2018-BLG-1367L,,,Hydrogen,2022,OGLE-2018-BLG-1367L
OGLE-2018-BLG-1428L,,,Hydrogen,2021,OGLE-2018-BLG-1428L
OGLE-2018-BLG-1647L,,,Hydrogen,2022,OGLE-2018-BLG-1647L
OGLE-2018-BLG-1700L,,,Hydrogen,2020,OGLE-2018-BLG-1700L
OGLE-2019-BLG-0249L,,,Hydrogen,2023,OGLE-2019-BLG-0249L
OGLE-2019-BLG-0299L,,,Hydrogen,2021,OGLE-2019-BLG-0299L
OGLE-2019-BLG-0304L,,,Hydrogen,2021,OGLE-2019-BLG-0304L
OGLE-2019-BLG-0362L,,,Hydrogen,2022,OGLE-2019-BLG-0362L
OGLE-2019-BLG-0468L,G,,Hydrogen,2022,OGLE-2019-BLG-0468L
OGLE-2019-BLG-0468L,G,,Hydrogen,2022,OGLE-2019-BLG-0468L
OGLE-2019-BLG-0679L,,,Hydrogen,2023,OGLE-2019-BLG-0679L
OGLE-2019-BLG-0954L,,,Hydrogen,2021,OGLE-2019-BLG-0954L
OGLE-2019-BLG-0960L,,,Hydrogen,2021,OGLE-2019-BLG-0960L
OGLE-2019-BLG-1053L,,,Hydrogen,2021,OGLE-2019-BLG-1053L
OGLE-2019-BLG-1180L,,,Hydrogen,2023,OGLE-2019-BLG-1180L
OGLE-2019-BLG-1470L,,,Hydrogen,2022,OGLE-2019-BLG-1470L A
OGLE-2019-BLG-1492L,,,Hydrogen,2022,OGLE-2019-BLG-1492L
OGLE-2023-BLG-0836L,,,Hydrogen,2024,OGLE-2023-BLG-0836L
OGLE-TR-10,G2 V,1.17,Hydrogen,2004,OGLE-TR-10
OGLE-TR-111,K2 V,0.83,Hydrogen,2004,OGLE-TR-111
OGLE-TR-113,K4 V,0.77,Hydrogen,2004,OGLE-TR-113
OGLE-TR-132,F5 V,1.32,Hydrogen,2004,OGLE-TR-132
OGLE-TR-182,,1.14,Hydrogen,2007,OGLE-TR-182
OGLE-TR-211,,1.64,Hydrogen,2007,OGLE-TR-211
OGLE-TR-56,F8 V,1.74,Hydrogen,2002,OGLE-TR-56
OGLE2-TR-L9,,1.53,Hydrogen,2008,OGLE2-TR-L9
Oph 11,M9,0.23,Hydrogen,2006,Oph 11
PDS 70,K7,1.26,Hydrogen,2018,PDS 70
PDS 70,K7,1.06,Hydrogen,2018,PDS 70
PH1,F,1.73,Hydrogen,2012,PH1
PH2,,0.95,Hydrogen,2013,PH2
POTS-1,K5 V,0.59,Hydrogen,2013,POTS-1
PSR B0329+54,,,Hydrogen,2017,PSR B0329+54
PSR B1257+12,,,Hydrogen,1994,PSR B1257+12
PSR B1257+12,,,Hydrogen,1994,PSR B1257+12
PSR B1257+12,,,Hydrogen,1994,PSR B1257+12
PSR B1620-26,,,Hydrogen,2003,PSR B1620-26
PSR J1719-1438,,,Hydrogen,2011,PSR J1719-1438
PSR J2322-2650,,,Hydrogen,2017,PSR J2322-2650
PZ Tel,G9 IV,1.26,Hydrogen,2023,PZ Tel
Pr0201,,1.15,Hydrogen,2012,Pr0201
Pr0211,,0.83,Hydrogen,2012,Pr0211
Pr0211,,0.83,Hydrogen,2012,Pr0211
alf Cen,M5.5 V,0.14,Hydrogen,2016,Proxima Cen
Qatar-1,,0.8,Hydrogen,2010,Qatar-1
Qatar-10,F7 V,1.25,Hydrogen,2019,Qatar-10
Qatar-2,,0.78,Hydrogen,2011,Qatar-2
Qatar-3,G0 V,1.27,Hydrogen,2017,Qatar-3
Qatar-4,K1 V,0.85,Hydrogen,2017,Qatar-4
Qatar-5,G2 V,1.08,Hydrogen,2017,Qatar-5
Qatar-6,K2 V,0.72,Hydrogen,2017,Qatar-6
Qatar-7,F4 V,1.56,Hydrogen,2019,Qatar-7
Qatar-8,G0 V,1.32,Hydrogen,2019,Qatar-8
Qatar-9,K5 V,0.7,Hydrogen,2019,Qatar-9
ROXs 12,M0,1.07,Hydrogen,2013,ROXs 12
ROXs 42,M0,1.34,Hydrogen,2013,ROXs 42 B
RR Cae,M,0.19,Hydrogen,2012,RR Cae
Ross 128,M4,0.21,Hydrogen,2017,Ross 128
Ross 458,M2,0.56,Hydrogen,2010,Ross 458
Ross 508,M4.5 V,0.21,Hydrogen,2022,Ross 508
SPECULOOS-3,M6.5+/-0.5,0.12,Hydrogen,2024,SPECULOOS-3
SR 12,,1.1,Hydrogen,2010,SR 12 AB
SWEEPS-11,,1.45,Hydrogen,2006,SWEEPS-11
SWEEPS-4,,1.18,Hydrogen,2006,SWEEPS-4
TAP 26,,1.17,Hydrogen,2017,TAP 26
TCP J05074264+2447555,,1.42,Hydrogen,2018,TCP J05074264+2447555
TIC 139270665,G2,1.02,Hydrogen,2024,TIC 139270665
TIC 139270665,G2,1.02,Hydrogen,2024,TIC 139270665
TIC 172900988,F9,1.38,Hydrogen,2021,TIC 172900988 Aa
TIC 237913194,G3,1.09,Hydrogen,2020,TIC 237913194
TIC 241249530,,1.4,Hydrogen,2024,TIC 241249530
TIC 257060897,,1.82,Hydrogen,2021,TIC 257060897
TIC 279401253,,1.06,Hydrogen,2023,TIC 279401253
TIC 279401253,,1.06,Hydrogen,2023,TIC 279401253
TIC 365102760,,3.13,Hydrogen,2024,TIC 365102760
TIC 393818343,G0,1.09,Hydrogen,2024,TIC 393818343
TIC 46432937,,0.53,Hydrogen,2024,TIC 46432937
TIC 4672985,,1.15,Hydrogen,2024,TIC 4672985
TOI-1052,,1.26,Hydrogen,2023,TOI-1052
TOI-1052,,1.26,Hydrogen,2023,TOI-1052
TOI-1062,G9 V,0.84,Hydrogen,2021,TOI-1062
TOI-1062,G9 V,0.84,Hydrogen,2021,TOI-1062
TOI-1064,,0.73,Hydrogen,2022,TOI-1064
TOI-1064,,0.73,Hydrogen,2022,TOI-1064
TOI-1075,K9 V/M0 V,0.58,Hydrogen,2022,TOI-1075
TOI-1107,F6 V,1.81,Hydrogen,2022,TOI-1107
TOI-1130,,0.7,Hydrogen,2020,TOI-1130
TOI-1130,,0.7,Hydrogen,2020,TOI-1130
TOI-1135,G0,1.15,Hydrogen,2024,TOI-1135
TOI-1136,,0.97,Hydrogen,2022,TOI-1136
TOI-1136,,0.97,Hydrogen,2022,TOI-1136
TOI-1136,,0.97,Hydrogen,2022,TOI-1136
TOI-1136,,0.97,Hydrogen,2022,TOI-1136
TOI-1136,,0.97,Hydrogen,2022,TOI-1136
TOI-1136,,0.97,Hydrogen,2022,TOI-1136
TOI-1173,G9,0.93,Hydrogen,2024,TOI-1173
TOI-1174,,0.78,Hydrogen,2024,TOI-1174
TOI-1180,,0.74,Hydrogen,2024,TOI-1180
TOI-1181,,1.96,Hydrogen,2022,TOI-1181
TOI-1184,,0.7,Hydrogen,2024,TOI-1184
TOI-1194,,0.96,Hydrogen,2023,TOI-1194
TOI-1199,,1.45,Hydrogen,2024,TOI-1199
TOI-1201,M2.0 V,0.51,Hydrogen,2021,TOI-1201
TOI-122,M3 V,0.33,Hydrogen,2020,TOI-122
TOI-1221,,1.03,Hydrogen,2023,TOI-1221
TOI-1224,,0.4,Hydrogen,2024,TOI-1224
TOI-1224,,0.4,Hydrogen,2024,TOI-1224
TOI-1227,M4.5V-M5V,0.56,Hydrogen,2022,TOI-1227
TOI-1231,M3 V,0.48,Hydrogen,2021,TOI-1231
TOI-1235,M0.5 V,0.62,Hydrogen,2020,TOI-1235
TOI-1244,,0.72,Hydrogen,2024,TOI-1244
TOI-1246,K V,0.86,Hydrogen,2022,TOI-1246
TOI-1246,K V,0.86,Hydrogen,2022,TOI-1246
TOI-1246,K V,0.86,Hydrogen,2022,TOI-1246
TOI-1246,K V,0.86,Hydrogen,2022,TOI-1246
TOI-1248,,0.87,Hydrogen,2024,TOI-1248
TOI-1249,,0.98,Hydrogen,2024,TOI-1249
TOI-125,K0 V,0.85,Hydrogen,2019,TOI-125
TOI-125,K0 V,0.85,Hydrogen,2019,TOI-125
TOI-125,K0 V,0.85,Hydrogen,2019,TOI-125
TOI-1259,,0.71,Hydrogen,2021,TOI-1259 A
TOI-1260,K6 V,0.67,Hydrogen,2021,TOI-1260
TOI-1260,K6 V,0.67,Hydrogen,2021,TOI-1260
TOI-1260,K6 V,0.67,Hydrogen,2021,TOI-1260
TOI-1266,M3 V,0.44,Hydrogen,2020,TOI-1266
TOI-1266,M3 V,0.44,Hydrogen,2020,TOI-1266
TOI-1268,K1-K2,0.92,Hydrogen,2022,TOI-1268
TOI-1269,,0.85,Hydrogen,2024,TOI-1269
TOI-1272,,0.79,Hydrogen,2022,TOI-1272
TOI-1272,,0.79,Hydrogen,2022,TOI-1272
TOI-1273,,1.06,Hydrogen,2024,TOI-1273
TOI-1278,M0 V,0.57,Hydrogen,2021,TOI-1278
TOI-1279,,0.84,Hydrogen,2024,TOI-1279
TOI-128,,1.13,Hydrogen,2024,TOI-128
TOI-1288,G V,0.96,Hydrogen,2022,TOI-1288
TOI-1288,G V,0.96,Hydrogen,2022,TOI-1288
TOI-1294,,1.56,Hydrogen,2024,TOI-1294
TOI-1294,,1.56,Hydrogen,2024,TOI-1294
TOI-1295,F,1.7,Hydrogen,2024,TOI-1295
TOI-1296,,1.7,Hydrogen,2021,TOI-1296
TOI-1298,,1.45,Hydrogen,2021,TOI-1298
TOI-1301,,0.73,Hydrogen,2024,TOI-1301
TOI-132,G8 V,0.9,Hydrogen,2020,TOI-132
TOI-1333,,1.93,Hydrogen,2021,TOI-1333
TOI-1338,F8,1.31,Hydrogen,2020,TOI-1338 A
TOI-1338,F8,1.31,Hydrogen,2020,TOI-1338 A
TOI-1347,,0.83,Hydrogen,2024,TOI-1347
TOI-1347,,0.83,Hydrogen,2024,TOI-1347
