Planet Name,Star Name,Orbital Period [days],
HD 141399 e,HD 141399,5000,
HD 141937 b,HD 141937,653.21997,
HD 142 A d,HD 142,108.45299,
HD 142 b,HD 142,351.43394,
HD 142 c,HD 142,10159.64279,
HD 142022 A b,HD 142022,1928,
HD 142245 b,HD 142245,1299,
HD 142415 b,HD 142415,386.29999,
HD 143105 b,HD 143105,2.1974,
HD 143361 b,HD 143361,1039.15,
HD 144899 b,HD 144899,40.43914,
HD 145377 b,HD 145377,103.95,
HD 145457 b,HD 145457,176.13,
HD 145675 c,14 Her,15732.45889,
HD 145934 b,HD 145934,2751.53433,
HD 1461 b,HD 1461,5.77152,
HD 1461 c,HD 1461,13.5052,
HD 147018 b,HD 147018,44.236,
HD 147018 c,HD 147018,1008,
HD 147379 b,HD 147379,86.58,
HD 147513 b,HD 147513,528.4,
HD 14787 b,HD 14787,676.6,
HD 147873 b,HD 147873,116.596,
HD 147873 c,HD 147873,491.54,
HD 148156 b,HD 148156,1027,
HD 148164 b,HD 148164,328.55,
HD 148164 c,HD 148164,5062,
HD 148427 b,HD 148427,331.5,
HD 149026 b,HD 149026,2.87589,
HD 149143 b,HD 149143,4.07182,
HD 149806 b,HIP 81375,16521.52778,
HD 150010 b,HD 150010,562,
HD 1502 b,HD 1502,428.5,
HD 150706 b,HD 150706,5894,
HD 151450 b,HD 151450,21.89288,
HD 151450 c,HD 151450,18144.76236,
HD 152079 b,HD 152079,2918.92,
HD 152581 b,HD 152581,686.5,
HD 152843 b,HD 152843,11.6264,
HD 152843 c,HD 152843,24.38,
HD 15337 b,HD 15337,4.75615,
HD 15337 c,HD 15337,17.1784,
HD 153557 b,HIP 83020 A,7.29903,
HD 153557 c,HIP 83020 A,15.27018,
HD 153557 d,HIP 83020 A,40654.64809,
HD 153950 b,HD 153950,499.39999,
HD 154088 b,HD 154088,18.56,
HD 154345 b,HD 154345,3341.55884,
HD 154391 b,HD 154391,5163,
HD 154672 b,HD 154672,163.94,
HD 154857 b,HD 154857,408.60001,
HD 154857 c,HD 154857,3452,
HD 155193 b,HD 155193,352.65,
HD 155358 b,HD 155358,194.3,
HD 155358 c,HD 155358,391.9,
HD 155918 b,HIP 84988,1.87567,
HD 155918 c,HIP 84988,17202.19446,
HD 156098 b,HD 156098,21.85849,
HD 156098 c,HD 156098,7841.5839,
HD 156279 b,HD 156279,133.40355,
HD 156279 c,HD 156279,4818.25358,
HD 156411 b,HD 156411,842.2,
HD 156668 b,HD 156668,4.6455,
HD 156668 c,HD 156668,811.3,
HD 156846 b,HD 156846,359.51001,
HD 158038 b,HD 158038,521,
HD 158259 b,HD 158259,2.178,
HD 158259 c,HD 158259,3.432,
HD 158259 d,HD 158259,5.1980814,
HD 158259 e,HD 158259,7.951,
HD 158259 f,HD 158259,12.028,
HD 158996 b,HD 158996,820.2,
HD 15906 b,HD 15906,10.924709,
HD 15906 c,HD 15906,21.583298,
HD 159243 b,HD 159243,12.62,
HD 159243 c,HD 159243,248.4,
HD 159868 b,HD 159868,1184.1,
HD 159868 c,HD 159868,351,
HD 1605 b,HD 1605,577.2,
HD 1605 c,HD 1605,2149,
HD 160691 b,HD 160691,645,
HD 160691 c,HD 160691,3947,
HD 160691 d,HD 160691,9.6392,
HD 160691 e,HD 160691,307.9,
HD 161178 b,HD 161178,279.3,
HD 16141 b,HD 16141,75.523,
HD 16175 b,HD 16175,990,
HD 162020 b,HD 162020,8.4282,
HD 163607 b,HD 163607,75.2203,
HD 163607 c,HD 163607,1272,
HD 16417 b,HD 16417,17.24,
HD 164509 b,HD 164509,280.17,
HD 164595 b,HD 164595,40,
HD 164604 b,HD 164604,641.472,
HD 164922 b,HD 164922,1207,
HD 164922 c,HD 164922,75.74,
HD 164922 d,HD 164922,12.458,
HD 164922 e,HD 164922,41.763,
HD 165131 b,HD 165131,2342.6,
HD 165155 b,HD 165155,434.5,
HD 1666 b,HD 1666,270,
HD 166724 b,HD 166724,5144,
HD 167042 b,HD 167042,417.67,
HD 167677 b,HD 167677,1820,
HD 167768 b,HD 167768,20.6532,
HD 168009 b,HD 168009,15.1479,
HD 168443 b,HD 168443,58.11187,
HD 168443 c,HD 168443,1753.1096,
HD 168746 b,HD 168746,6.404,
HD 168863 b,HD 168863,14773.93272,
HD 1690 b,HD 1690,533,
HD 16905 b,HD 16905,10256,
HD 169142 b,HD 169142,,
HD 169830 b,HD 169830,225.67372,
HD 169830 c,HD 169830,1818.82339,
HD 170469 b,HD 170469,1145,
HD 17092 b,HD 17092,359.89999,
HD 171028 b,HD 171028,550,
HD 171238 b,HD 171238,1532,
HD 17156 b,HD 17156,21.21663,
HD 173416 b,HD 173416,322.03,
HD 174205 b,HD 174205,582,
HD 175167 b,HD 175167,1175,
HD 175541 b,HD 175541,298.43,
HD 175607 b,HD 175607,29.01,
HD 17674 b,HD 17674,623.8,
HD 176986 b,HD 176986,6.4898,
HD 176986 c,HD 176986,16.8191,
HD 177565 b,HD 177565,44.505,
HD 177830 b,HD 177830,410.10001,
HD 177830 c,HD 177830,110.9,
HD 178911 B b,HD 178911,71.484,
HD 179079 b,HD 179079,14.479,
HD 179949 b,HD 179949,3.092514,
HD 180053 b,HD 180053,213.72,
HD 18015 b,HD 18015,2278,
HD 180314 b,HD 180314,394.73,
HD 180617 b,HD 180617,105.911,
HD 180902 b,HD 180902,510.9,
HD 181234 b,HD 181234,7593.40512,
HD 181342 b,HD 181342,564.1,
HD 18143 b,HIP 13642 A,10.2851,
HD 18143 c,HIP 13642 A,28982.41764,
HD 181433 b,HD 181433,9.3743,
HD 181433 c,HD 181433,962,
HD 181433 d,HD 181433,2172,
HD 181720 b,HD 181720,956,
HD 183263 b,HD 183263,624.87404,
HD 183263 c,HD 183263,4667.97841,
HD 183579 b,HD 183579,17.471291,
HD 184010 b,HD 184010,286.6,
HD 184010 c,HD 184010,484.3,
HD 184010 d,HD 184010,836.4,
HD 18438 b,HD 18438,803,
HD 185269 b,HD 185269,6.83776,
HD 185283 b,HD 185283,4060,
HD 18599 b,HD 18599,4.1374354,
HD 187085 b,HD 187085,1019.74,
HD 187123 b,HD 187123,3.0965828,
HD 187123 c,HD 187123,3810,
HD 18742 b,HD 18742,766,
HD 188015 b,HD 188015,461.2,
HD 188641 b,HD 188641,14583.81038,
HD 189567 b,HD 189567,14.288,
HD 189567 c,HD 189567,33.688,
HD 189733 b,HD 189733,2.21857567,
HD 190007 b,HD 190007,11.724128,
HD 190228 b,HD 190228,1143.59858,
HD 190360 b,HD 190360,2854,
HD 190360 c,HD 190360,17.111,
HD 190647 b,HD 190647,1176.45,
HD 190984 b,HD 190984,4885,
HD 191806 b,HD 191806,1603.38923,
HD 191939 b,HD 191939,8.8803256,
HD 191939 c,HD 191939,28.579743,
HD 191939 d,HD 191939,38.353037,
HD 191939 e,HD 191939,101.12,
HD 191939 f,HD 191939,2200,
HD 191939 g,HD 191939,284,
HD 192263 b,HD 192263,24.3556,
HD 192310 b,HD 192310,74.72,
HD 192310 c,HD 192310,525.8,
HD 192699 b,HD 192699,340.94,
HD 194490 b,HD 194490,13092.18348,
HD 195019 b,HD 195019,18.20132,
HD 196050 b,HD 196050,1392,
HD 196067 b,HD 196067,3638,
HD 19615 b,HD 19615,402,
HD 196885 A b,HD 196885,1333,
HD 197037 b,HD 197037,1035.7,
HD 199509 b,HIP 104436,99.62167,
HD 19994 b,HD 19994,466.2,
HD 20003 b,HD 20003,11.8482,
HD 20003 c,HD 20003,33.9239,
HD 200964 b,HD 200964,606.3,
HD 200964 c,HD 200964,852.5,
HD 202206 c,HD 202206,1260,
HD 202696 b,HD 202696,517.8,
HD 202696 c,HD 202696,946.6,
HD 202772 A b,HD 202772,3.308958,
HD 203030 b,HD 203030,,
HD 20329 b,HD 20329,0.926118,
HD 203387 b,HD 203387,512.5352,
HD 203387 c,HD 203387,2481.07227,
HD 2039 b,HD 2039,1120,
HD 204313 b,HD 204313,2041.11539,
HD 204313 c,HD 204313,34.95875,
HD 204313 e,HD 204313,7325.64666,
HD 204941 b,HD 204941,1733,
HD 205158 b,HD 205158,25.33798,
HD 205739 b,HD 205739,279.8,
HD 206255 b,HD 206255,96.045,
HD 206610 b,HD 206610,673.2,
HD 206893 b,HD 206893,9350,
HD 206893 c,HD 206893,2090,
HD 207496 b,HD 207496,6.441008,
HD 20781 b,HD 20782,5.3135,
HD 20781 c,HD 20782,13.8905,
HD 20781 d,HD 20782,29.158,
HD 20781 e,HD 20782,85.5073,
HD 20782 b,HD 20782,597.0643,
HD 207832 b,HD 207832,160.07,
HD 207832 c,HD 207832,1155.7,
HD 207897 b,HD 207897,16.20166,
HD 20794 b,HD 20794,18.314,
HD 20794 d,HD 20794,89.68,
HD 20794 e,HD 20794,147.02,
HD 20794 f,HD 20794,647.6,
HD 208487 b,HD 208487,130.08,
HD 208527 b,HD 208527,875.5,
HD 20868 b,HD 20868,380.85001,
HD 208897 b,HD 208897,358.27,
HD 209458 b,HD 209458,3.52474859,
HD 210193 b,HD 210193,649.918,
HD 210277 b,HD 210277,442.19,
HD 210702 b,HD 210702,355.5,
HD 211403 b,HD 211403,223.8,
HD 211810 b,HD 211810,1558,
HD 211970 b,HD 211970,25.201,
HD 212301 b,HD 212301,2.24571,
HD 212771 b,HD 212771,380.7,
HD 213240 b,HD 213240,882.70001,
HD 213472 b,HD 213472,17000,
HD 213519 b,HD 213519,11.12214,
HD 213885 b,HD 213885,1.008035,
HD 213885 c,HD 213885,4.78503,
HD 21411 b,HD 21411,84.288,
HD 214823 b,HD 214823,1854.84424,
HD 215152 b,HD 215152,5.75999,
HD 215152 c,HD 215152,7.28243,
HD 215152 d,HD 215152,10.86499,
HD 215152 e,HD 215152,25.1967,
HD 21520 b,HD 21520,25.1292,
HD 215497 b,HD 215497,3.93404,
HD 215497 c,HD 215497,566,
HD 216435 b,HD 216435,1311,
HD 216437 b,HD 216437,1359,
HD 216520 b,HD 216520,35.45,
HD 216520 c,HD 216520,154.43,
HD 216536 b,HD 216536,148.60001,
HD 216770 b,HD 216770,118.45,
HD 21693 b,HD 21693,22.6786,
HD 21693 c,HD 21693,53.7357,
HD 217107 b,HD 217107,7.12682,
HD 217107 c,HD 217107,4270,
HD 21749 c,GJ 143,7.78993,
HD 217786 b,HD 217786,1301.36009,
HD 217786 c,HD 217786,2.52221,
HD 217958 b,HD 217958,2560.19774,
HD 218566 b,HD 218566,225.7,
HD 219077 b,HD 219077,5478.68861,
HD 219134 b,HD 219134,3.092926,
HD 219134 c,HD 219134,6.76458,
HD 219134 d,HD 219134,46.859,
HD 219134 f,HD 219134,22.717,
HD 219134 g,HD 219134,94.2,
HD 219134 h,HD 219134,2247,
HD 219139 b,HD 219139,275.5,
HD 219415 b,HD 219415,2093.3,
HD 219666 b,HD 219666,6.04345,
HD 219828 b,HD 219828,3.83483,
HD 219828 c,HD 219828,4789.87297,
HD 220074 b,HD 220074,672.09998,
HD 220197 b,HD 220197,1728,
HD 220689 b,HD 220689,2266.4,
HD 220773 b,HD 220773,3724.7,
HD 220842 b,HD 220842,218.47,
HD 221287 b,HD 221287,456.1,
HD 221416 b,HD 221416,14.2767,
HD 221420 b,HD 221420,10066,
HD 221585 b,HD 221585,1173,
HD 222076 b,HD 222076,871,
HD 222155 b,HD 222155,3999,
HD 222237 b,HD 222237,14892,
HD 222582 b,HD 222582,572.38,
HD 224538 b,HD 224538,1202.05199,
HD 224693 b,HD 224693,26.6904,
HD 22496 b,HD 22496,5.09071,
HD 22532 b,HD 22532,872.6,
HD 22781 b,HD 22781,528.07,
HD 22946 d,HD 22946,47.42489,
HD 23079 b,HD 23079,730.59998,
HD 23127 b,HD 23127,1211.17,
HD 231701 b,HD 231701,141.63,
HD 233604 b,HD 233604,192,
HD 233832 b,HD 233832,2058,
HD 23472 b,HD 23472,17.667087,
HD 23472 c,HD 23472,29.79749,
HD 23472 d,HD 23472,3.97664,
HD 23472 e,HD 23472,7.90754,
HD 23472 f,HD 23472,12.1621839,
HD 235088 b,HD 235088,7.434151,
HD 23596 b,HD 23596,1535.11912,
HD 238090 b,HD 238090,13.671,
HD 238914 b,HD 238914,4100,
HD 240210 b,HD 240210,501.75,
HD 240237 b,HD 240237,745.70001,
HD 24040 b,HD 24040,3668,
HD 24040 c,HD 24040,515.4,
HD 24064 b,HD 24064,535.59998,
HD 24085 b,HD 24085,2.0455,
HD 25015 b,HD 25015,6134.427,
HD 25171 b,HD 25171,1802.29,
HD 25463 b,HD 25463,7.0491423,
HD 25463 c,HD 25463,3.04405,
HD 25723 b,HD 25723,457.01,
HD 25912 b,HD 25912,41.83156,
HD 25912 c,HD 25912,26308.65619,
HD 260655 b,HD 260655,2.76953,
HD 260655 c,HD 260655,5.70588,
HD 26161 b,HD 26161,10942.29013,
HD 2638 b,HD 2638,3.4442,
HD 2685 b,HD 2685,4.12688,
HD 27442 b,HD 27442,428.1,
HD 27631 b,HD 27631,2198.14,
HD 27894 b,HD 27894,18.01939,
HD 27894 c,HD 27894,36.07,
HD 27894 d,HD 27894,5019.54244,
HD 27969 b,HD 27969,654.5,
HD 28109 b,HD 28109,22.89104,
HD 28109 c,HD 28109,56.00819,
HD 28109 d,HD 28109,84.25999,
HD 28185 b,HD 28185,385.52775,
HD 28185 c,HD 28185,17417.92079,
HD 28192 b,HD 28192,14.23283,
HD 28254 b,HD 28254,1333,
HD 284149 AB b,HD 284149,,
HD 285507 b,HD 285507,6.0881,
HD 285968 b,HD 285968,8.7836,
HD 28678 b,HD 28678,380.2,
HD 29021 b,HD 29021,1362.3,
HD 290327 b,HD 290327,2443,
HD 29399 b,HD 29399,892.7,
HD 2952 b,HD 2952,312.08,
HD 29985 b,HD 29985,20608.14049,
HD 30177 b,HD 30177,2514.53422,
HD 30177 c,HD 30177,12085.45186,
HD 30562 b,HD 30562,1157,
HD 30669 b,HD 30669,1684,
HD 30856 b,HD 30856,847,
HD 31253 b,HD 31253,466,
HD 31527 b,HD 31527,16.5535,
HD 31527 c,HD 31527,51.2053,
HD 31527 d,HD 31527,271.6737,
HD 3167 b,HD 3167,0.959641,
HD 3167 c,HD 3167,29.8454,
HD 3167 d,HD 3167,8.4112,
HD 3167 e,HD 3167,96.63,
HD 32518 b,HD 32518,157.35,
HD 32963 b,HD 32963,2372,
HD 330075 b,HD 330075,3.38773,
HD 331093 b,HD 331093,621.62,
HD 33142 b,HD 33142,330,
HD 33142 c,HD 33142,810.2,
HD 33142 d,HD 33142,89.9,
HD 332231 b,HD 332231,18.712024,
HD 33283 b,HD 33283,18.1991,
HD 33564 b,HD 33564,388,
HD 33844 b,HD 33844,551.40002,
HD 33844 c,HD 33844,916,
HD 34445 b,HD 34445,1049,
HD 34445 c,HD 34445,214.67,
HD 34445 d,HD 34445,117.87,
HD 34445 e,HD 34445,49.175,
HD 34445 f,HD 34445,676.8,
HD 34445 g,HD 34445,5700,
HD 35759 b,HD 35759,82.467,
HD 360 b,HD 360,273.1,
HD 36384 b,HD 36384,490,
HD 3651 b,HD 3651,62.25,
HD 37124 b,HD 37124,154.378,
HD 37124 c,HD 37124,885.5,
HD 37124 d,HD 37124,1862,
HD 37605 b,HD 37605,55.01292,
HD 37605 c,HD 37605,2720,
HD 3765 b,HD 3765,1211,
HD 38283 b,HD 38283,363.20001,
HD 38529 b,HD 38529,14.3099,
HD 38529 c,HD 38529,2127.60566,
HD 38801 b,HD 38801,685.25,
HD 39091 b,HD 39091,2088.75851,
HD 39194 b,HD 39194,5.6368,
HD 39194 c,HD 39194,14.03,
HD 39194 d,HD 39194,33.91,
HD 39855 b,HD 39855,3.2498,
HD 40307 b,HD 40307,4.3123,
HD 40307 c,HD 40307,9.6184,
HD 40307 d,HD 40307,20.432,
HD 40307 f,HD 40307,51.76,
HD 40307 g,HD 40307,197.8,
HD 40956 b,HD 40956,578.6,
HD 40979 b,HD 40979,264.14999,
HD 41004 A b,HD 41004,963,
HD 41004 B b,HD 41004,1.3283,
HD 4113 b,HD 4113,526.5239,
HD 42012 b,HD 42012,857.5,
HD 4203 b,HD 4203,431.88,
HD 4203 c,HD 4203,6700,
HD 4208 b,HD 4208,832.97,
HD 42618 b,HD 42618,149.61,
HD 42813 b,HD 42813,13.6308205,
HD 4308 b,HD 4308,15.56,
HD 4313 b,HD 4313,356.21,
HD 43197 b,HD 43197,308.92072,
HD 43197 c,HD 43197,9295.9735,
HD 43691 b,HD 43691,36.9987,
HD 44219 b,HD 44219,472,
HD 45184 b,HD 45184,5.8854,
HD 45184 c,HD 45184,13.1354,
HD 45350 b,HD 45350,963.6,
HD 45364 b,HD 45364,225.79,
HD 45364 c,HD 45364,345.43,
HD 45652 b,HD 45652,44.073,
HD 457 b,HD 457,20324.58153,
HD 46375 b,HD 46375,3.023573,
HD 47186 b,HD 47186,4.0845,
HD 47186 c,HD 47186,1353.6,
HD 4732 b,HD 4732,371.74,
HD 4732 c,HD 4732,3184.2,
HD 47366 b,HD 47366,360.08,
HD 47366 c,HD 47366,677.53,
HD 47536 b,HD 47536,712.13,
HD 4760 b,HD 4760,434,
HD 48265 b,HD 48265,778.51,
HD 48948 b,HD 48948,7.34013,
HD 48948 c,HD 48948,38.06,
HD 48948 d,HD 48948,151.92,
HD 4917 b,HD 4917,400.5,
HD 49674 b,HD 49674,4.94737,
HD 50499 b,HD 50499,2447.1,
HD 50499 c,HD 50499,8619.9,
HD 50554 b,HD 50554,1293,
HD 51608 b,HD 51608,14.0726,
HD 51608 c,HD 51608,95.9446,
HD 52265 b,HD 52265,119.27,
HD 5278 b,HD 5278,14.339156,
HD 5278 c,HD 5278,40.87,
HD 5319 b,HD 5319,637.1,
HD 5319 c,HD 5319,872.2,
HD 55696 b,HD 55696,1827,
HD 5583 b,HD 5583,139.35,
HD 5608 b,HD 5608,768.7,
HD 564 b,HD 564,492.3,
HD 56414 b,HD 56414,29.04992,
HD 56957 b,HD 56957,5859.08992,
HD 5891 b,HD 5891,177.11,
HD 59686 A b,HD 59686,299.36,
HD 60292 b,HD 60292,495.4,
HD 60532 b,HD 60532,201.9,
HD 60532 c,HD 60532,600.1,
HD 6061 b,HD 6061,5.2549,
HD 62364 b,HD 62364,5138,
HD 62364 c,HD 62364,74839.94555,
HD 62509 b,HD 62509,589.64,
HD 62549 b,HD 62549,14306.88519,
HD 63433 b,HD 63433,7.1079384,
HD 63433 c,HD 63433,20.543847,
HD 63433 d,HD 63433,4.209075,
HD 63454 b,HD 63454,2.81805,
HD 63765 b,HD 63765,358,
HD 63935 b,HD 63935,9.058807,
HD 63935 c,HD 63935,21.4027,
HD 64114 b,HD 64114,45.791,
HD 64121 b,HD 64121,623,
HD 6434 b,HD 6434,21.998,
HD 65216 b,HD 65216,577.6,
HD 65216 c,HD 65216,5370,
HD 66141 b,HD 66141,480.5,
HD 66428 b,HD 66428,2269.81726,
HD 66428 c,HD 66428,10478.84437,
HD 67087 b,HD 67087,352.2,
HD 67087 c,HD 67087,2374,
HD 6718 b,HD 6718,2496,
HD 68402 b,HD 68402,1103,
HD 6860 b,HD 6860,663.87,
HD 68988 b,HD 68988,6.27711,
HD 68988 c,HD 68988,16000,
HD 69123 b,HD 69123,1193.3,
HD 69830 b,HD 69830,8.667,
HD 69830 c,HD 69830,31.56,
HD 69830 d,HD 69830,197,
HD 70573 b,HD 70573,851.8,
HD 70642 b,HD 70642,2124.54,
HD 7199 b,HD 7199,615,
HD 72490 b,HD 72490,858,
HD 72659 b,HD 72659,3549.39854,
HD 72659 c,HD 72659,18207.72098,
HD 72892 b,HD 72892,39.44603,
HD 73256 c,HD 73256,2690,
HD 73267 b,HD 73267,1257.99159,
HD 73267 c,HD 73267,17071.78045,
HD 73344 b,HD 73344,15.611,
HD 73344 c,HD 73344,65.94,
HD 73344 d,HD 73344,5823,
HD 73526 b,HD 73526,188.3,
HD 73526 c,HD 73526,379.1,
HD 73534 b,HD 73534,1750,
HD 73583 b,HD 73583,6.398042,
HD 73583 c,HD 73583,18.87974,
HD 74156 b,HD 74156,51.63564,
HD 74156 c,HD 74156,2448.48726,
HD 7449 b,HD 7449,1270.55195,
HD 74698 b,HD 74698,15.017,
HD 74698 c,HD 74698,3449,
HD 75289 b,HD 75289,3.50927,
HD 75302 b,HD 75302,4356,
HD 75784 b,HD 75784,341.2,
HD 75784 c,HD 75784,7900,
HD 75898 b,HD 75898,422.82,
HD 75898 c,HD 75898,6717,
HD 76700 b,HD 76700,3.97097,
HD 76920 b,HD 76920,415.891,
HD 77338 b,HD 77338,5.7361,
HD 77946 b,HD 77946,6.527363,
HD 79181 b,HD 79181,273.1,
HD 7924 b,HD 7924,5.39792,
HD 7924 c,HD 7924,15.299,
HD 7924 d,HD 7924,24.451,
HD 79498 b,HD 79498,1807,
HD 80606 b,HD 80606,111.4367,
HD 80653 b,HD 80653,0.719573,
HD 80869 b,HD 80869,1752.92067,
HD 80883 b,HD 80883,6383.78352,
HD 80913 b,HD 80913,10839.83341,
HD 81040 b,HD 81040,1004.7,
HD 81688 b,HD 81688,183.93,
HD 81817 b,HD 81817,1021.20159,
HD 81817 c,HD 81817,622.97802,
HD 82886 b,HD 82886,705,
HD 82943 b,HD 82943,441.47,
HD 82943 c,HD 82943,220.078,
HD 8326 b,HD 8326,158.991,
HD 83443 b,HD 83443,2.985628,
HD 83443 c,HD 83443,8241,
HD 8535 b,HD 8535,1313,
HD 85390 b,HD 85390,799.52,
HD 8574 b,HD 8574,227,
HD 86065 b,HD 86065,25775.78859,
HD 86081 b,HD 86081,2.1378431,
HD 86226 b,HD 86226,1628,
HD 86226 c,HD 86226,3.98442,
HD 86264 b,HD 86264,1488.79123,
HD 86728 b,HD 86728,31.1515,
HD 8673 b,HD 8673,1644.69097,
HD 86950 b,HD 86950,1270,
HD 87646 b,HD 87646,13.481,
HD 87883 b,HD 87883,3309.22118,
HD 88072 b,HD 88072,18538.79293,
HD 88133 b,HD 88133,3.414884,
HD 88986 b,HD 88986,146.05,
HD 89307 b,HD 89307,2166,
HD 89345 b,HD 89345,11.8143,
HD 89744 b,HD 89744,256.78,
HD 89839 b,HD 89839,3441,
HD 90156 b,HD 90156,49.77,
HD 9174 b,HD 9174,1179,
HD 92788 b,HD 92788,325.803,
HD 92788 c,HD 92788,11611.2975,
HD 93083 b,HD 93083,143.58,
HD 93351 b,HD 93351,2.45946,
HD 93351 c,HD 93351,14010.2941,
HD 93385 b,HD 93385,7.3426,
HD 93385 c,HD 93385,13.18,
HD 93385 d,HD 93385,45.85,
HD 93963 A b,HD 93963,1.0376109,
HD 93963 A c,HD 93963,3.6451389,
HD 9446 b,HD 9446,30.052,
HD 9446 c,HD 9446,192.9,
HD 94771 b,HD 94771,2164,
HD 94834 b,HD 94834,1576,
HD 95086 b,HD 95086,,
HD 95089 b,HD 95089,464.4,
HD 95089 c,HD 95089,1785,
HD 95127 b,HD 95127,482,
HD 95338 b,HD 95338,55.087,
HD 95544 b,HD 95544,2041.54152,
HD 95735 c,GJ 411,2946,
HD 95872 b,HD 95872,4375,
HD 96063 b,HD 96063,362.5,
HD 96127 b,HD 96127,647.29999,
HD 96167 b,HD 96167,498.04,
HD 96700 b,HD 96700,8.1245,
HD 96700 c,HD 96700,19.88,
HD 96700 d,HD 96700,103.5,
HD 96992 b,HD 96992,514,
HD 97037 b,HD 97037,6449.08337,
HD 97048 b,HD 97048,,
HD 97658 b,HD 97658,9.4897116,
HD 98219 b,HD 98219,433.8,
HD 98649 b,HD 98649,5697.3043,
HD 98736 b,HD 98736,968.8,
HD 99109 b,HD 99109,439.29999,
HD 99283 b,HD 99283,310.4,
HD 99492 b,HD 99492,17.0503,
HD 99492 c,HD 99492,95.233,
HD 99706 b,HD 99706,841,
HD 99706 c,HD 99706,1278,
HIP 105854 b,HIP 105854,184.2,
HIP 107772 b,HIP 107772,55.199,
HIP 107773 b,HIP 107773,144.3,
HIP 109384 b,HIP 109384,499.48,
HIP 109600 b,HIP 109600,232.08,
HIP 113103 b,HIP 113103,7.610303,
HIP 113103 c,HIP 113103,14.245648,
HIP 114933 b,HIP 114933,1481.6,
HIP 116454 b,HIP 116454,9.1004157,
HIP 12961 b,HIP 12961,57.435,
HIP 14810 b,HIP 14810,6.673892,
HIP 14810 c,HIP 14810,147.747,
HIP 14810 d,HIP 14810,981.8,
HIP 19976 b,HIP 19976,50.65905,
HIP 21152 b,HIP 21152,22000,
HIP 29442 c,HD 42813,3.5379559,
HIP 29442 d,HD 42813,6.429575,
HIP 34222 b,HIP 34222,159.986,
HIP 35173 b,HIP 35173,41.516,
HIP 35965 b,HIP 35965,26125.56497,
HIP 38594 b,HIP 38594,60.722,
HIP 38594 c,HIP 38594,3477.768,
HIP 39017 b,HIP 39017,31000,
HIP 41378 b,HIP 41378,15.572098,
HIP 41378 c,HIP 41378,31.70648,
HIP 41378 d,HIP 41378,1114,
HIP 41378 e,HIP 41378,131,
HIP 41378 f,HIP 41378,1084,
HIP 4845 b,HIP 4845,34.15,
HIP 48714 b,HIP 48714,17.818,
HIP 5158 b,HIP 5158,345.72,
HIP 5158 c,HIP 5158,9017.76,
HIP 54373 b,HIP 54373,7.76,
HIP 54373 c,HIP 54373,15.144,
HIP 54597 b,HIP 54597,3274,
HIP 55507 b,HIP 55507,5138.43727,
HIP 56640 b,HIP 56640,2675.57603,
HIP 57274 b,HIP 57274,8.1352,
HIP 57274 c,HIP 57274,32.03,
HIP 57274 d,HIP 57274,431.7,
HIP 5763 b,HIP 5763,30.014,
HIP 63242 b,HIP 63242,124.6,
HIP 65 A b,HIP 65,0.9809734,
HIP 65407 b,HIP 65407,28.125,
HIP 65407 c,HIP 65407,67.3,
HIP 65426 b,HIP 65426,,
HIP 65891 b,HIP 65891,1079.55726,
HIP 66074 b,HIP 66074,310.9,
HIP 67522 b,HIP 67522,6.9594731,
HIP 67522 c,HIP 67522,14.334892,
HIP 67537 b,HIP 67537,2523.64713,
HIP 67851 b,HIP 67851,88.87622,
HIP 67851 c,HIP 67851,3923.6609,
HIP 70849 b,HIP 70849,3649,
HIP 71135 b,HIP 71135,87.19,
HIP 74890 b,HIP 74890,822.3,
HIP 75092 b,HIP 75092,926.4,
HIP 77900 b,HIP 77900,,
HIP 78530 b,HIP 78530,,
HIP 79098 AB b,HIP 79098,,
HIP 79431 b,HIP 79431,111.7,
HIP 81208 C b,HIP 81208,104100,
HIP 8152 b,HIP 8152,10.751014,
HIP 8152 c,HIP 8152,19.60562,
HIP 8541 b,HIP 8541,1852.14387,
HIP 86221 b,HIP 86221,2.224,
HIP 90988 b,HIP 90988,455.73816,
HIP 91258 b,HIP 91258,5.0505,
HIP 94235 b,HIP 94235,7.713057,
HIP 948 b,HIP 948,24955.45756,
HIP 9618 b,HIP 9618,20.772858,
HIP 9618 c,HIP 9618,52.56363,
HIP 97166 b,HIP 97166,10.288914,
HIP 97166 c,HIP 97166,16.432,
HIP 97233 b,HIP 97233,1062.26506,
HIP 99770 b,HIP 99770,18600,
HN Lib b,HN Lib,36.116,
HN Peg b,HN Peg,,
HR 2562 b,HR 2562,,
HR 5183 b,HR 5183,27000,
HR 810 b,HR 810,302.79999,
HR 858 b,HR 858,3.58599,
HR 858 c,HR 858,5.97293,
HR 858 d,HR 858,11.23,
HR 8799 b,HR 8799,170000,
HR 8799 c,HR 8799,69000,
HR 8799 d,HR 8799,37000,
HR 8799 e,HR 8799,20815.6,
HS Psc b,HS Psc,3.986,
HU Aqr AB b,HU Aqr,2390,
HU Aqr AB c,HU Aqr,4368,
IC 4651 9122 b,IC 4651 9122,734,
IRAS 04125+2902 b,TOI-6963,8.834978,
ITG 15 b,ITG 15,,
K2-10 b,K2-10,19.3044,
K2-100 b,K2-100,1.6739035,
K2-101 b,K2-101,14.6762429,
K2-102 b,K2-102,9.915615,
K2-104 b,K2-104,1.9741954,
