Planet Name,Biome,Phylum
Kepler-1834 c,Boreal,Echinodermata
Kepler-1835 b,Tundra,Bryophyta
Kepler-1836 b,Desert,Mollusca
Kepler-1837 b,Scarlet,Echinodermata
Kepler-1838 b,Desert,Annelida
Kepler-1839 b,Swamp,Cnidaria
Kepler-184 b,Temperate,Angiospermae
Kepler-184 c,Tropical,Platyhelminthes
Kepler-184 d,Tropical,Angiospermae
Kepler-1840 b,Desert,Chordata
Kepler-1841 b,Nemoral,Nematoda
Kepler-1842 b,Swamp,Angiospermae
Kepler-1843 b,Boreal,Echinodermata
Kepler-1844 b,Swamp,Cnidaria
Kepler-1845 b,Tundra,Angiospermae
Kepler-1846 b,Desert,Nematoda
Kepler-1847 b,Nemoral,Bryophyta
Kepler-1848 b,Desert,Arthropoda
Kepler-1849 b,Desert,Platyhelminthes
Kepler-185 b,Marshland,Nematoda
Kepler-185 c,Tundra,Nematoda
Kepler-1850 b,Desert,Echinodermata
Kepler-1851 b,Swamp,Cnidaria
Kepler-1852 b,Alpine,Bryophyta
Kepler-1853 b,Tundra,Arthropoda
Kepler-1854 b,Scarlet,Bryophyta
Kepler-1855 b,Tundra,Chordata
Kepler-1856 b,Swamp,Cnidaria
Kepler-1857 b,Swamp,Annelida
Kepler-1858 b,Alpine,Cnidaria
Kepler-1859 b,Tropical,Annelida
Kepler-1859 c,Boreal,Bryophyta
Kepler-186 b,Tropical,Platyhelminthes
Kepler-186 c,Tropical,Arthropoda
Kepler-186 d,Scarlet,Chordata
Kepler-186 e,Nemoral,Arthropoda
Kepler-186 f,Tropical,Nematoda
Kepler-1860 b,Tropical,Arthropoda
Kepler-1861 b,Boreal,Platyhelminthes
Kepler-1862 b,Scarlet,Arthropoda
Kepler-1863 b,Swamp,Pteridophyta
Kepler-1864 b,Tropical,Arthropoda
Kepler-1865 b,Alpine,Nematoda
Kepler-1866 b,Scarlet,Chordata
Kepler-1867 b,Desert,Arthropoda
Kepler-1868 b,Desert,Porifera
Kepler-1869 b,Marshland,Pteridophyta
Kepler-1869 c,Swamp,Echinodermata
Kepler-187 b,Marshland,Annelida
Kepler-187 c,Tropical,Arthropoda
Kepler-1870 b,Desert,Chordata
Kepler-1871 b,Boreal,Echinodermata
Kepler-1872 b,Marshland,Arthropoda
Kepler-1873 b,Tundra,Platyhelminthes
Kepler-1874 b,Scarlet,Porifera
Kepler-1875 b,Swamp,Cnidaria
Kepler-1876 b,Swamp,Cnidaria
Kepler-1877 b,Boreal,Echinodermata
Kepler-1878 b,Tropical,Echinodermata
Kepler-1879 b,Desert,Bryophyta
Kepler-188 b,Boreal,Annelida
Kepler-188 c,Scarlet,Chordata
Kepler-1880 b,Temperate,Porifera
Kepler-1881 b,Boreal,Platyhelminthes
Kepler-1882 b,Desert,Mollusca
Kepler-1883 b,Tundra,Annelida
Kepler-1884 b,Tropical,Echinodermata
Kepler-1885 b,Desert,Pteridophyta
Kepler-1886 b,Boreal,Chordata
Kepler-1887 b,Scarlet,Nematoda
Kepler-1888 b,Scarlet,Porifera
Kepler-1889 b,Swamp,Platyhelminthes
Kepler-189 b,Boreal,Mollusca
Kepler-189 c,Tropical,Arthropoda
Kepler-1890 b,Tundra,Echinodermata
Kepler-1891 b,Tundra,Arthropoda
Kepler-1892 b,Desert,Mollusca
Kepler-1893 b,Boreal,Pteridophyta
Kepler-1894 b,Swamp,Cnidaria
Kepler-1894 c,Tundra,Mollusca
Kepler-1895 b,Alpine,Porifera
Kepler-1896 b,Tropical,Bryophyta
Kepler-1897 b,Nemoral,Pteridophyta
Kepler-1898 b,Swamp,Bryophyta
Kepler-1899 b,Scarlet,Chordata
Kepler-19 b,Nemoral,Bryophyta
Kepler-19 c,Tundra,Arthropoda
Kepler-19 d,Tundra,Platyhelminthes
Kepler-190 b,Marshland,Chordata
Kepler-190 c,Scarlet,Arthropoda
Kepler-1900 b,Boreal,Mollusca
Kepler-1901 b,Tundra,Arthropoda
Kepler-1902 b,Nemoral,Cnidaria
Kepler-1903 b,Temperate,Annelida
Kepler-1904 b,Tropical,Arthropoda
Kepler-1905 b,Boreal,Echinodermata
Kepler-1906 b,Scarlet,Nematoda
Kepler-1907 b,Boreal,Chordata
Kepler-1907 c,Tundra,Pteridophyta
Kepler-1909 b,Desert,Arthropoda
Kepler-191 b,Tropical,Nematoda
Kepler-191 c,Marshland,Arthropoda
Kepler-191 d,Desert,Chordata
Kepler-1910 b,Marshland,Arthropoda
Kepler-1911 b,Boreal,Mollusca
Kepler-1912 b,Swamp,Chordata
Kepler-1913 b,Scarlet,Echinodermata
Kepler-1914 b,Tropical,Annelida
Kepler-1915 b,Boreal,Mollusca
Kepler-1916 b,Tropical,Porifera
Kepler-1917 b,Marshland,Nematoda
Kepler-1918 b,Desert,Platyhelminthes
Kepler-1919 b,Swamp,Bryophyta
Kepler-192 b,Desert,Platyhelminthes
Kepler-192 c,Marshland,Chordata
Kepler-192 d,Alpine,Echinodermata
Kepler-1920 b,Marshland,Porifera
Kepler-1921 b,Boreal,Cnidaria
Kepler-1921 c,Nemoral,Platyhelminthes
Kepler-1922 b,Tropical,Echinodermata
Kepler-1923 b,Scarlet,Annelida
Kepler-1924 b,Marshland,Pteridophyta
Kepler-1925 b,Marshland,Arthropoda
Kepler-1926 b,Nemoral,Echinodermata
Kepler-1927 b,Boreal,Mollusca
Kepler-1928 b,Desert,Bryophyta
Kepler-1929 b,Tundra,Angiospermae
Kepler-193 b,Nemoral,Cnidaria
Kepler-193 c,Marshland,Cnidaria
Kepler-1930 b,Tundra,Platyhelminthes
Kepler-1931 b,Tropical,Pteridophyta
Kepler-1932 b,Alpine,Echinodermata
Kepler-1933 b,Tundra,Mollusca
Kepler-1934 b,Marshland,Arthropoda
Kepler-1935 b,Alpine,Chordata
Kepler-1936 b,Boreal,Nematoda
Kepler-1937 b,Tundra,Platyhelminthes
Kepler-1938 b,Tropical,Platyhelminthes
Kepler-1939 b,Nemoral,Annelida
Kepler-194 b,Desert,Cnidaria
Kepler-194 c,Scarlet,Nematoda
Kepler-194 d,Alpine,Arthropoda
Kepler-1940 b,Swamp,Bryophyta
Kepler-1941 b,Tundra,Arthropoda
Kepler-1942 b,Nemoral,Mollusca
Kepler-1943 b,Marshland,Mollusca
Kepler-1944 b,Alpine,Platyhelminthes
Kepler-1945 b,Marshland,Platyhelminthes
Kepler-1946 b,Scarlet,Platyhelminthes
Kepler-1947 b,Temperate,Arthropoda
Kepler-1948 b,Boreal,Pteridophyta
Kepler-1949 b,Desert,Echinodermata
Kepler-195 b,Tropical,Annelida
Kepler-195 c,Scarlet,Platyhelminthes
Kepler-1950 b,Swamp,Arthropoda
Kepler-1951 b,Alpine,Annelida
Kepler-1952 b,Temperate,Annelida
Kepler-1953 b,Tropical,Bryophyta
Kepler-1954 b,Tropical,Echinodermata
Kepler-1955 b,Nemoral,Chordata
Kepler-1956 b,Marshland,Annelida
Kepler-1957 b,Scarlet,Arthropoda
Kepler-1958 b,Boreal,Cnidaria
Kepler-1959 b,Tropical,Angiospermae
Kepler-196 b,Boreal,Chordata
Kepler-196 c,Swamp,Porifera
Kepler-196 d,Boreal,Bryophyta
Kepler-1960 b,Tropical,Annelida
Kepler-1961 b,Temperate,Echinodermata
Kepler-1962 b,Marshland,Arthropoda
Kepler-1963 b,Tropical,Chordata
Kepler-1964 b,Desert,Porifera
Kepler-1965 b,Tropical,Mollusca
Kepler-1966 b,Temperate,Chordata
Kepler-1967 b,Boreal,Chordata
Kepler-1968 b,Tundra,Mollusca
Kepler-1969 b,Alpine,Mollusca
Kepler-197 b,Boreal,Annelida
Kepler-197 c,Marshland,Bryophyta
Kepler-197 d,Desert,Chordata
Kepler-197 e,Boreal,Echinodermata
Kepler-1972 b,Tundra,Angiospermae
Kepler-1972 c,Alpine,Echinodermata
Kepler-1976 b,Alpine,Mollusca
Kepler-1977 b,Tropical,Porifera
Kepler-1978 b,Tundra,Pteridophyta
Kepler-1979 b,Scarlet,Pteridophyta
Kepler-198 b,Marshland,Nematoda
Kepler-198 c,Tundra,Mollusca
Kepler-198 d,Tundra,Platyhelminthes
Kepler-1980 b,Boreal,Pteridophyta
Kepler-1981 b,Marshland,Nematoda
Kepler-1982 b,Tropical,Chordata
Kepler-1983 b,Desert,Cnidaria
Kepler-1984 b,Alpine,Pteridophyta
Kepler-1985 b,Scarlet,Platyhelminthes
Kepler-1986 b,Scarlet,Nematoda
Kepler-1987 b,Boreal,Angiospermae
Kepler-1987 c,Nemoral,Angiospermae
Kepler-1987 d,Swamp,Echinodermata
Kepler-1987 e,Alpine,Nematoda
Kepler-1988 b,Desert,Echinodermata
Kepler-1989 b,Scarlet,Annelida
Kepler-199 b,Marshland,Mollusca
Kepler-199 c,Tundra,Chordata
Kepler-1990 b,Tundra,Arthropoda
Kepler-1990 c,Tundra,Platyhelminthes
Kepler-1991 b,Boreal,Echinodermata
Kepler-1991 c,Scarlet,Chordata
Kepler-1992 b,Alpine,Bryophyta
Kepler-1993 b,Tundra,Angiospermae
Kepler-1994 b,Tropical,Mollusca
Kepler-1995 b,Marshland,Mollusca
Kepler-1996 b,Boreal,Mollusca
Kepler-1996 c,Alpine,Pteridophyta
Kepler-1997 b,Tropical,Annelida
Kepler-1998 b,Scarlet,Angiospermae
Kepler-1999 b,Desert,Porifera
Kepler-20 b,Temperate,Echinodermata
Kepler-20 c,Boreal,Cnidaria
Kepler-20 d,Tropical,Mollusca
Kepler-20 e,Boreal,Bryophyta
Kepler-20 f,Boreal,Annelida
Kepler-20 g,Alpine,Echinodermata
Kepler-200 b,Scarlet,Bryophyta
Kepler-200 c,Marshland,Bryophyta
Kepler-2000 b,Tundra,Pteridophyta
Kepler-2000 c,Alpine,Platyhelminthes
Kepler-2001 b,Desert,Mollusca
Kepler-2001 c,Tundra,Arthropoda
Kepler-201 b,Nemoral,Nematoda
Kepler-201 c,Tropical,Platyhelminthes
Kepler-202 b,Nemoral,Arthropoda
Kepler-202 c,Desert,Echinodermata
Kepler-203 b,Tundra,Arthropoda
Kepler-203 c,Swamp,Annelida
Kepler-203 d,Swamp,Pteridophyta
Kepler-204 b,Boreal,Cnidaria
Kepler-204 c,Swamp,Nematoda
Kepler-205 b,Boreal,Nematoda
Kepler-205 c,Swamp,Mollusca
Kepler-206 b,Tundra,Chordata
Kepler-206 c,Alpine,Mollusca
Kepler-206 d,Tropical,Cnidaria
Kepler-207 b,Scarlet,Platyhelminthes
Kepler-207 c,Boreal,Annelida
Kepler-207 d,Tropical,Angiospermae
Kepler-208 b,Marshland,Nematoda
Kepler-208 c,Alpine,Mollusca
Kepler-208 d,Scarlet,Platyhelminthes
Kepler-208 e,Nemoral,Mollusca
Kepler-209 b,Temperate,Echinodermata
Kepler-209 c,Marshland,Echinodermata
Kepler-21 b,Swamp,Echinodermata
Kepler-210 b,Scarlet,Arthropoda
Kepler-210 c,Boreal,Echinodermata
Kepler-211 b,Temperate,Angiospermae
Kepler-211 c,Swamp,Cnidaria
Kepler-212 b,Desert,Pteridophyta
Kepler-212 c,Swamp,Cnidaria
Kepler-213 b,Marshland,Bryophyta
Kepler-213 c,Boreal,Arthropoda
Kepler-214 b,Alpine,Echinodermata
Kepler-214 c,Temperate,Echinodermata
Kepler-215 b,Boreal,Porifera
Kepler-215 c,Desert,Porifera
Kepler-215 d,Boreal,Angiospermae
Kepler-215 e,Alpine,Arthropoda
Kepler-216 b,Boreal,Pteridophyta
Kepler-216 c,Boreal,Nematoda
Kepler-217 b,Swamp,Pteridophyta
Kepler-217 c,Tropical,Pteridophyta
Kepler-217 d,Temperate,Platyhelminthes
Kepler-218 b,Boreal,Pteridophyta
Kepler-218 c,Tundra,Nematoda
Kepler-218 d,Boreal,Arthropoda
Kepler-219 b,Alpine,Porifera
Kepler-219 c,Marshland,Pteridophyta
Kepler-219 d,Desert,Arthropoda
Kepler-22 b,Swamp,Bryophyta
Kepler-220 b,Desert,Mollusca
Kepler-220 c,Marshland,Pteridophyta
Kepler-220 d,Scarlet,Angiospermae
Kepler-220 e,Swamp,Chordata
Kepler-221 b,Marshland,Annelida
Kepler-221 c,Marshland,Nematoda
Kepler-221 d,Scarlet,Platyhelminthes
Kepler-221 e,Scarlet,Chordata
Kepler-222 b,Marshland,Nematoda
Kepler-222 c,Marshland,Porifera
Kepler-222 d,Alpine,Pteridophyta
Kepler-223 b,Marshland,Chordata
Kepler-223 c,Tundra,Angiospermae
Kepler-223 d,Boreal,Nematoda
Kepler-223 e,Alpine,Nematoda
Kepler-224 b,Temperate,Cnidaria
Kepler-224 c,Swamp,Cnidaria
Kepler-224 d,Alpine,Porifera
Kepler-224 e,Tundra,Cnidaria
Kepler-225 b,Nemoral,Chordata
Kepler-225 c,Marshland,Cnidaria
Kepler-226 b,Scarlet,Bryophyta
Kepler-226 c,Tundra,Porifera
Kepler-226 d,Alpine,Nematoda
Kepler-227 b,Tundra,Platyhelminthes
Kepler-227 c,Tundra,Cnidaria
Kepler-228 b,Boreal,Chordata
Kepler-228 c,Marshland,Annelida
Kepler-228 d,Tropical,Arthropoda
Kepler-229 b,Marshland,Bryophyta
Kepler-229 c,Scarlet,Pteridophyta
Kepler-229 d,Swamp,Platyhelminthes
Kepler-23 b,Marshland,Annelida
Kepler-23 c,Temperate,Annelida
Kepler-23 d,Boreal,Chordata
Kepler-230 b,Swamp,Bryophyta
Kepler-230 c,Tropical,Mollusca
Kepler-231 b,Tropical,Mollusca
Kepler-231 c,Tundra,Echinodermata
Kepler-232 b,Tundra,Arthropoda
Kepler-232 c,Boreal,Echinodermata
Kepler-233 b,Boreal,Mollusca
Kepler-233 c,Scarlet,Arthropoda
Kepler-234 b,Swamp,Mollusca
Kepler-234 c,Boreal,Pteridophyta
Kepler-235 b,Marshland,Annelida
Kepler-235 c,Swamp,Annelida
Kepler-235 d,Tundra,Chordata
Kepler-235 e,Swamp,Annelida
Kepler-236 b,Tropical,Annelida
Kepler-236 c,Scarlet,Angiospermae
Kepler-237 b,Desert,Arthropoda
Kepler-237 c,Marshland,Annelida
Kepler-238 b,Alpine,Annelida
Kepler-238 c,Scarlet,Porifera
Kepler-238 d,Swamp,Chordata
Kepler-238 e,Alpine,Platyhelminthes
Kepler-238 f,Boreal,Annelida
Kepler-239 b,Alpine,Pteridophyta
Kepler-239 c,Swamp,Echinodermata
Kepler-24 b,Scarlet,Platyhelminthes
Kepler-24 c,Marshland,Bryophyta
Kepler-24 d,Tundra,Pteridophyta
Kepler-24 e,Tropical,Arthropoda
Kepler-240 b,Swamp,Arthropoda
Kepler-240 c,Tundra,Nematoda
Kepler-241 b,Swamp,Echinodermata
Kepler-241 c,Marshland,Chordata
Kepler-242 b,Alpine,Cnidaria
Kepler-242 c,Alpine,Platyhelminthes
Kepler-243 b,Desert,Bryophyta
Kepler-243 c,Boreal,Cnidaria
Kepler-244 b,Tropical,Echinodermata
Kepler-244 c,Desert,Cnidaria
Kepler-244 d,Alpine,Arthropoda
Kepler-245 b,Boreal,Bryophyta
Kepler-245 c,Scarlet,Bryophyta
Kepler-245 d,Tundra,Pteridophyta
Kepler-245 e,Swamp,Platyhelminthes
Kepler-246 b,Tundra,Cnidaria
Kepler-246 c,Alpine,Chordata
Kepler-247 b,Swamp,Annelida
Kepler-247 c,Desert,Cnidaria
Kepler-247 d,Tundra,Nematoda
Kepler-248 b,Scarlet,Chordata
Kepler-248 c,Tropical,Echinodermata
Kepler-249 b,Scarlet,Angiospermae
Kepler-249 c,Temperate,Cnidaria
Kepler-249 d,Desert,Annelida
Kepler-25 b,Scarlet,Nematoda
Kepler-25 c,Boreal,Arthropoda
Kepler-25 d,Marshland,Annelida
Kepler-250 b,Swamp,Bryophyta
Kepler-250 c,Alpine,Arthropoda
Kepler-250 d,Tundra,Annelida
Kepler-251 b,Tundra,Annelida
Kepler-251 c,Swamp,Platyhelminthes
Kepler-251 d,Marshland,Angiospermae
Kepler-251 e,Alpine,Arthropoda
Kepler-252 b,Swamp,Porifera
Kepler-252 c,Alpine,Arthropoda
Kepler-253 b,Tundra,Chordata
Kepler-253 c,Temperate,Porifera
Kepler-253 d,Alpine,Mollusca
Kepler-254 b,Alpine,Arthropoda
Kepler-254 c,Marshland,Arthropoda
Kepler-254 d,Alpine,Echinodermata
Kepler-255 b,Boreal,Porifera
Kepler-255 c,Desert,Angiospermae
Kepler-255 d,Desert,Annelida
Kepler-256 b,Nemoral,Pteridophyta
Kepler-256 c,Marshland,Nematoda
Kepler-256 d,Tropical,Echinodermata
Kepler-256 e,Tundra,Nematoda
Kepler-257 b,Tropical,Annelida
Kepler-257 c,Temperate,Platyhelminthes
Kepler-257 d,Swamp,Arthropoda
Kepler-258 b,Marshland,Cnidaria
Kepler-258 c,Scarlet,Echinodermata
Kepler-259 b,Tundra,Pteridophyta
Kepler-259 c,Scarlet,Cnidaria
Kepler-26 b,Desert,Mollusca
Kepler-26 c,Desert,Porifera
Kepler-26 d,Nemoral,Arthropoda
Kepler-26 e,Scarlet,Cnidaria
Kepler-260 b,Swamp,Bryophyta
Kepler-260 c,Tropical,Platyhelminthes
Kepler-261 b,Alpine,Nematoda
Kepler-261 c,Marshland,Pteridophyta
Kepler-262 b,Temperate,Chordata
Kepler-262 c,Tundra,Arthropoda
Kepler-263 b,Swamp,Angiospermae
Kepler-263 c,Marshland,Arthropoda
Kepler-264 b,Swamp,Cnidaria
Kepler-264 c,Boreal,Bryophyta
Kepler-265 b,Alpine,Nematoda
Kepler-265 c,Tundra,Arthropoda
Kepler-265 d,Tropical,Nematoda
Kepler-265 e,Tropical,Nematoda
Kepler-266 b,Boreal,Arthropoda
Kepler-266 c,Tundra,Mollusca
Kepler-267 b,Marshland,Chordata
Kepler-267 c,Alpine,Nematoda
Kepler-267 d,Boreal,Chordata
Kepler-268 b,Tropical,Nematoda
Kepler-268 c,Tundra,Echinodermata
Kepler-269 b,Marshland,Nematoda
Kepler-269 c,Nemoral,Mollusca
Kepler-27 b,Boreal,Echinodermata
Kepler-27 c,Swamp,Cnidaria
Kepler-27 d,Swamp,Nematoda
Kepler-270 b,Marshland,Angiospermae
Kepler-270 c,Boreal,Arthropoda
Kepler-271 b,Tropical,Platyhelminthes
Kepler-271 c,Boreal,Arthropoda
Kepler-271 d,Alpine,Platyhelminthes
Kepler-272 b,Desert,Mollusca
Kepler-272 c,Desert,Annelida
Kepler-272 d,Tundra,Nematoda
Kepler-273 b,Scarlet,Annelida
Kepler-273 c,Marshland,Cnidaria
Kepler-274 b,Swamp,Angiospermae
Kepler-274 c,Boreal,Pteridophyta
Kepler-275 b,Swamp,Pteridophyta
Kepler-275 c,Alpine,Cnidaria
Kepler-275 d,Tundra,Echinodermata
Kepler-276 b,Temperate,Nematoda
Kepler-276 c,Scarlet,Echinodermata
Kepler-276 d,Swamp,Porifera
Kepler-277 b,Tropical,Echinodermata
Kepler-277 c,Marshland,Pteridophyta
Kepler-278 b,Boreal,Angiospermae
Kepler-278 c,Desert,Chordata
Kepler-279 b,Desert,Platyhelminthes
Kepler-279 c,Boreal,Chordata
Kepler-279 d,Scarlet,Echinodermata
Kepler-28 b,Desert,Arthropoda
Kepler-28 c,Tundra,Angiospermae
Kepler-280 b,Tropical,Echinodermata
Kepler-280 c,Desert,Mollusca
Kepler-281 b,Nemoral,Arthropoda
Kepler-281 c,Alpine,Bryophyta
Kepler-281 d,Desert,Platyhelminthes
Kepler-282 b,Boreal,Chordata
Kepler-282 c,Boreal,Nematoda
Kepler-282 d,Tropical,Cnidaria
Kepler-282 e,Alpine,Pteridophyta
Kepler-283 b,Scarlet,Annelida
Kepler-283 c,Marshland,Mollusca
Kepler-284 b,Boreal,Chordata
Kepler-284 c,Desert,Angiospermae
Kepler-285 b,Marshland,Annelida
Kepler-285 c,Boreal,Angiospermae
Kepler-286 b,Alpine,Cnidaria
Kepler-286 c,Marshland,Cnidaria
Kepler-286 d,Desert,Arthropoda
Kepler-286 e,Swamp,Nematoda
Kepler-287 b,Boreal,Platyhelminthes
Kepler-287 c,Marshland,Cnidaria
Kepler-288 b,Tropical,Echinodermata
Kepler-288 c,Marshland,Annelida
Kepler-288 d,Desert,Arthropoda
Kepler-289 b,Alpine,Platyhelminthes
Kepler-289 c,Alpine,Arthropoda
Kepler-289 d,Marshland,Mollusca
Kepler-29 b,Alpine,Platyhelminthes
Kepler-29 c,Tundra,Platyhelminthes
Kepler-290 b,Scarlet,Platyhelminthes
Kepler-290 c,Nemoral,Nematoda
Kepler-290 d,Tundra,Chordata
Kepler-291 b,Desert,Platyhelminthes
Kepler-291 c,Desert,Pteridophyta
Kepler-292 b,Marshland,Mollusca
Kepler-292 c,Temperate,Echinodermata
Kepler-292 d,Marshland,Annelida
Kepler-292 e,Scarlet,Echinodermata
Kepler-292 f,Desert,Pteridophyta
Kepler-293 b,Boreal,Arthropoda
Kepler-293 c,Tundra,Platyhelminthes
Kepler-294 b,Tropical,Arthropoda
Kepler-294 c,Marshland,Angiospermae
Kepler-295 b,Tropical,Bryophyta
Kepler-295 c,Scarlet,Pteridophyta
Kepler-295 d,Scarlet,Platyhelminthes
Kepler-296 b,Alpine,Pteridophyta
Kepler-296 c,Marshland,Arthropoda
Kepler-296 d,Swamp,Bryophyta
Kepler-296 e,Desert,Echinodermata
Kepler-296 f,Boreal,Porifera
Kepler-297 b,Tundra,Platyhelminthes
Kepler-297 c,Boreal,Angiospermae
Kepler-297 d,Swamp,Platyhelminthes
Kepler-298 b,Tropical,Pteridophyta
Kepler-298 c,Tundra,Platyhelminthes
Kepler-298 d,Nemoral,Cnidaria
Kepler-299 b,Temperate,Mollusca
Kepler-299 c,Temperate,Cnidaria
Kepler-299 d,Desert,Chordata
Kepler-299 e,Tundra,Platyhelminthes
Kepler-30 b,Alpine,Arthropoda
Kepler-30 c,Boreal,Pteridophyta
Kepler-30 d,Nemoral,Pteridophyta
Kepler-300 b,Scarlet,Nematoda
Kepler-300 c,Swamp,Arthropoda
Kepler-301 b,Tropical,Chordata
Kepler-301 c,Alpine,Porifera
Kepler-301 d,Swamp,Mollusca
Kepler-302 b,Boreal,Nematoda
Kepler-302 c,Swamp,Angiospermae
Kepler-303 b,Desert,Mollusca
Kepler-303 c,Desert,Bryophyta
Kepler-304 b,Tropical,Pteridophyta
Kepler-304 c,Desert,Cnidaria
Kepler-304 d,Swamp,Platyhelminthes
Kepler-304 e,Scarlet,Angiospermae
Kepler-305 b,Tundra,Porifera
Kepler-305 c,Alpine,Arthropoda
Kepler-305 d,Desert,Arthropoda
Kepler-305 e,Tundra,Annelida
Kepler-306 b,Swamp,Platyhelminthes
Kepler-306 c,Scarlet,Annelida
Kepler-306 d,Swamp,Arthropoda
Kepler-306 e,Marshland,Echinodermata
Kepler-307 b,Desert,Arthropoda
Kepler-307 c,Desert,Nematoda
Kepler-308 b,Scarlet,Annelida
Kepler-308 c,Swamp,Platyhelminthes
Kepler-309 b,Temperate,Pteridophyta
Kepler-309 c,Alpine,Nematoda
Kepler-31 b,Scarlet,Bryophyta
Kepler-31 c,Alpine,Angiospermae
Kepler-31 d,Tropical,Mollusca
Kepler-310 b,Alpine,Porifera
Kepler-310 c,Desert,Echinodermata
Kepler-310 d,Nemoral,Platyhelminthes
Kepler-311 b,Temperate,Echinodermata
Kepler-311 c,Tundra,Echinodermata
Kepler-311 d,Scarlet,Mollusca
Kepler-312 b,Desert,Platyhelminthes
Kepler-312 c,Tundra,Platyhelminthes
Kepler-313 b,Desert,Chordata
Kepler-313 c,Temperate,Angiospermae
Kepler-314 b,Scarlet,Porifera
Kepler-314 c,Tundra,Bryophyta
Kepler-315 b,Marshland,Porifera
Kepler-315 c,Marshland,Arthropoda
Kepler-316 b,Boreal,Porifera
Kepler-316 c,Tundra,Mollusca
Kepler-317 b,Temperate,Angiospermae
Kepler-317 c,Marshland,Annelida
Kepler-318 b,Nemoral,Porifera
Kepler-318 c,Swamp,Echinodermata
Kepler-319 b,Alpine,Bryophyta
Kepler-319 c,Temperate,Angiospermae
Kepler-319 d,Scarlet,Nematoda
Kepler-32 b,Desert,Chordata
Kepler-32 c,Boreal,Porifera
Kepler-32 d,Alpine,Echinodermata
Kepler-32 e,Desert,Arthropoda
Kepler-32 f,Temperate,Platyhelminthes
Kepler-320 b,Alpine,Nematoda
Kepler-320 c,Tundra,Cnidaria
Kepler-321 b,Scarlet,Mollusca
Kepler-321 c,Desert,Echinodermata
Kepler-322 b,Nemoral,Pteridophyta
Kepler-322 c,Tundra,Platyhelminthes
Kepler-323 b,Desert,Bryophyta
Kepler-323 c,Tundra,Nematoda
Kepler-324 b,Swamp,Bryophyta
Kepler-324 c,Alpine,Echinodermata
Kepler-324 e,Tropical,Mollusca
Kepler-325 b,Boreal,Echinodermata
Kepler-325 c,Scarlet,Arthropoda
Kepler-325 d,Marshland,Pteridophyta
Kepler-326 b,Marshland,Angiospermae
Kepler-326 c,Tundra,Platyhelminthes
Kepler-326 d,Desert,Platyhelminthes
Kepler-327 b,Tundra,Pteridophyta
Kepler-327 c,Tropical,Annelida
Kepler-327 d,Nemoral,Pteridophyta
Kepler-328 b,Tundra,Nematoda
Kepler-328 c,Nemoral,Echinodermata
Kepler-329 b,Swamp,Bryophyta
Kepler-329 c,Tundra,Cnidaria
Kepler-33 b,Marshland,Nematoda
Kepler-33 c,Desert,Chordata
Kepler-33 d,Alpine,Pteridophyta
Kepler-33 e,Alpine,Chordata
Kepler-33 f,Tropical,Arthropoda
Kepler-330 b,Boreal,Platyhelminthes
Kepler-330 c,Swamp,Annelida
Kepler-331 b,Boreal,Bryophyta
Kepler-331 c,Swamp,Echinodermata
Kepler-331 d,Temperate,Arthropoda
Kepler-332 b,Swamp,Mollusca
Kepler-332 c,Desert,Echinodermata
Kepler-332 d,Marshland,Chordata
Kepler-333 b,Tundra,Bryophyta
Kepler-333 c,Temperate,Annelida
Kepler-334 b,Tundra,Cnidaria
Kepler-334 c,Desert,Platyhelminthes
Kepler-334 d,Marshland,Pteridophyta
Kepler-335 b,Tropical,Angiospermae
Kepler-335 c,Boreal,Mollusca
Kepler-336 b,Desert,Bryophyta
Kepler-336 c,Swamp,Arthropoda
Kepler-336 d,Tundra,Mollusca
Kepler-337 b,Desert,Echinodermata
Kepler-337 c,Temperate,Annelida
Kepler-338 b,Marshland,Cnidaria
Kepler-338 c,Nemoral,Arthropoda
Kepler-338 d,Alpine,Echinodermata
Kepler-338 e,Tundra,Porifera
Kepler-339 b,Tundra,Bryophyta
Kepler-339 c,Alpine,Echinodermata
Kepler-339 d,Nemoral,Chordata
Kepler-34 b,Scarlet,Chordata
Kepler-340 b,Swamp,Arthropoda
Kepler-340 c,Boreal,Pteridophyta
Kepler-341 b,Nemoral,Annelida
Kepler-341 c,Nemoral,Echinodermata
Kepler-341 d,Tropical,Platyhelminthes
Kepler-341 e,Tropical,Arthropoda
Kepler-342 b,Swamp,Bryophyta
Kepler-342 c,Marshland,Cnidaria
Kepler-342 d,Tropical,Porifera
Kepler-342 e,Swamp,Pteridophyta
Kepler-343 b,Desert,Pteridophyta
Kepler-343 c,Temperate,Chordata
Kepler-344 b,Scarlet,Arthropoda
Kepler-344 c,Tropical,Nematoda
Kepler-345 b,Alpine,Pteridophyta
Kepler-345 c,Tropical,Echinodermata
Kepler-346 b,Swamp,Angiospermae
Kepler-346 c,Swamp,Cnidaria
Kepler-347 b,Desert,Cnidaria
Kepler-347 c,Desert,Mollusca
Kepler-347 d,Scarlet,Porifera
Kepler-348 b,Temperate,Bryophyta
Kepler-348 c,Tropical,Platyhelminthes
Kepler-349 b,Alpine,Chordata
Kepler-349 c,Alpine,Chordata
Kepler-35 b,Swamp,Nematoda
Kepler-350 b,Scarlet,Pteridophyta
Kepler-350 c,Boreal,Annelida
Kepler-350 d,Scarlet,Echinodermata
